product_name,product_brand,product_category,product_code,product_series,product_part_number,business,product_identifier
NAE85 Network Automation Engine,Metasys,Supervisory Device,"DARKNODE-PNL-0, MS-KNXN89-0, MS-MBUSN89-0, MS-MODBUSN89-0, MS-MULTENG-SC3, MS-MULTENG-SCS, MS-MULTENGSW-6, MS-NAE3510-1, MS-NAE3510-1G, MS-NAE3510-2, MS-NAE3510-2U, MS-NAE3511-1, MS-NAE3511-1G, MS-NAE3511-2, MS-NAE3514-1, MS-NAE3514-1G, MS-NAE3514-2, MS-NAE3515-1, MS-NAE3515-1G, MS-NAE3515-2, MS-NAE3520-1, MS-NAE3520-1G, MS-NAE3520-2, MS-NAE3520-2U, MS-NAE3521-1, MS-NAE3521-1G, MS-NAE3521-2, MS-NAE3524-1, MS-NAE3524-1G, MS-NAE3524-2, MS-NAE3525-1, MS-NAE3525-1G, MS-NAE3525-2, MS-NAE35SW-6, MS-NAE35SW-SCS, MS-NAE35xx-2, MS-NAE35xx-x, MS-NAE4510-1, MS-NAE4510-1G, MS-NAE4510-2, MS-NAE4510-2T, MS-NAE4510-2U, MS-NAE4511-1, MS-NAE4511-1G, MS-NAE4511-2, MS-NAE4511-2T, MS-NAE451L-2, MS-NAE4520-1, MS-NAE4520-1G, MS-NAE4520-2, MS-NAE4520-2T, MS-NAE4520-2U, MS-NAE4521-1, MS-NAE4521-1G, MS-NAE4521-2, MS-NAE4521-2T, MS-NAE45SW-6, MS-NAE45SW-SCS, MS-NAE45xx-2, MS-NAE45xx-x, MS-NAE5510-0, MS-NAE5510-0E, MS-NAE5510-0G, MS-NAE5510-0U, MS-NAE5510-0UG, MS-NAE5510-1, MS-NAE5510-1T, MS-NAE5510-1U, MS-NAE5510-2, MS-NAE5510-2G, MS-NAE5510-2U, MS-NAE5510-2UW, MS-NAE5510-3, MS-NAE5510-3G, MS-NAE5510-3U, MS-NAE5510-700, MS-NAE5510-702, MS-NAE5510-702U, MS-NAE5510-703U, MS-NAE5510-ER2, MS-NAE5511-0, MS-NAE5511-0E, MS-NAE5511-0G, MS-NAE5511-1, MS-NAE5511-1T, MS-NAE5511-2, MS-NAE5511-2G, MS-NAE5511-2T, MS-NAE5511-3, MS-NAE5511-3G, MS-NAE5511-700, MS-NAE5511-702, MS-NAE5512-0, MS-NAE5512-0G, MS-NAE5512-1, MS-NAE5512-1T, MS-NAE5512-700, MS-NAE5513-0, MS-NAE5513-0G, MS-NAE5513-1, MS-NAE5513-1T, MS-NAE5513-700, MS-NAE551S-2, MS-NAE551S-702, MS-NAE5520-0, MS-NAE5520-0E, MS-NAE5520-0G, MS-NAE5520-1, MS-NAE5520-1T, MS-NAE5520-1U, MS-NAE5520-2, MS-NAE5520-2G, MS-NAE5520-3, MS-NAE5520-3G, MS-NAE5520-700, MS-NAE5520-702, MS-NAE5521-0, MS-NAE5521-0E, MS-NAE5521-0G, MS-NAE5521-1, MS-NAE5521-1T, MS-NAE5521-2, MS-NAE5521-2G, MS-NAE5521-3, MS-NAE5521-3G, MS-NAE5521-700, MS-NAE5521-702, MS-NAE55SW-6, MS-NAE55xx-3, MS-NAE55xx-x, MS-NAE8500-0, MS-NAE8500-1, MS-NAESCBL-0, MS-NAETUNL-8, MS-NCE2500-0, MS-NCE2506-0, MS-NCE2510-0, MS-NCE2511-0, MS-NCE2516-0, MS-NCE2517-0, MS-NCE2520-0, MS-NCE2521-0, MS-NCE2526-0, MS-NCE2527-0, MS-NCE2560-0, MS-NCE2560-0U, MS-NCE2561-0, MS-NCE2566-0, MS-NCE2567-0, MS-NCE25SW-SCS, MS-NCE25xx-0, MS-NCE25xx-x, MS-NIE5510-1, MS-NIE5510-1T, MS-NIE5510-2, MS-NIE5510-2G, MS-NIE5510-2T, MS-NIE5510-3, MS-NIE5510-3G, MS-NIE5510-702, MS-NIE5511-1, MS-NIE5511-1T, MS-NIE5511-2, MS-NIE5511-2G, MS-NIE5511-2T, MS-NIE5511-3, MS-NIE5511-3G, MS-NIE5511-702, MS-NIE55SW-6, MS-NIE5920-2, MS-NIE5920-3, MS-NIE5960-2, MS-NIE5960-3, MS-NIE8500-0, MS-NIE8500-1, MS-NXE85SW-0, MS-NXE85SW-6, MS-NXE85SW-SC3, MS-NXE85SW-SCS, MS-NXE85SW-x, Not Specified, POWAP-002A, SYSIN-003A, SYSIN-004A",Not Specified,24-10526-3,Building Automation and Controls,NAE85_Network_Automation_Engine-Met-_SYSIN-004A-Nd-24-10526-3Bs
MAP Gateway,Metasys,Gateway/Router,"MP-PRTKIT-0P, MP-STAFBA-0, MP-STAKIT-0, MP-STAKIT-0H, Not Specified, TL-MAP1080-0SH, TL-MAP1810-0P, TL-MAP1810-0S, TL-MAP1810-0SH, TL-MAP1850-0C, TL-MAP1850-0CA, TL-MAP1850-0CB, TL-MAP1850-0CE, TL-MAP1850-0CI, TL-MAP1850-0CN, TL-MAP1850-0CT, YK-MAP1810-0E",Not Specified,24-10737-16,Building Automation and Controls,MAP_Gateway-Met-_YK-MAP1810-0E-Nd-24-10737-16Bs
VMA14 VAV Modular Assembly,Metasys,Field Device,"AP-TBK1002-0, AP-TBK1003-0, AP-TBK4N2-0, AP-VMA1410-0, AP-VMA1410-0D, AP-VMA1410-0G, AP-VMA1410-0M, AP-VMA1415-0D, AP-VMA1420-0, AP-VMA1420-0A01, AP-VMA1420-0A02, AP-VMA1420-0A03, AP-VMA1420-0A04, AP-VMA1420-0A05, AP-VMA1420-0A06, AP-VMA1420-0A07, AP-VMA1420-0A08, AP-VMA1420-0A09, AP-VMA1420-0A10, AP-VMA1420-0D, AP-VMA1420-0G, AP-VMA1420-0M, AP-VMA1420-0S01, AP-VMA1430-0, AP-VMA1430-0D, AP-VMA1430-0G, AP-VMA1440-0, AP-VMAVBT1-0, LN-VAVC-0, LN-VAVL-0, Not Specified, P-VMA1420-0D",Not Specified,24-8740-1,Building Automation and Controls,VMA14_VAV_Modular_Assembly-Met-_P-VMA1420-0D-Nd-24-8740-1Bs
VMA14 VAV Modular Assembly,Metasys,Field Device,"AP-TBK1002-0, AP-TBK1003-0, AP-TBK4N2-0, AP-VMA1410-0, AP-VMA1410-0D, AP-VMA1410-0G, AP-VMA1410-0M, AP-VMA1415-0D, AP-VMA1420-0, AP-VMA1420-0A01, AP-VMA1420-0A02, AP-VMA1420-0A03, AP-VMA1420-0A04, AP-VMA1420-0A05, AP-VMA1420-0A06, AP-VMA1420-0A07, AP-VMA1420-0A08, AP-VMA1420-0A09, AP-VMA1420-0A10, AP-VMA1420-0D, AP-VMA1420-0G, AP-VMA1420-0M, AP-VMA1420-0S01, AP-VMA1430-0, AP-VMA1430-0D, AP-VMA1430-0G, AP-VMA1440-0, AP-VMAVBT1-0, LN-VAVC-0, LN-VAVL-0, Not Specified, P-VMA1420-0D",Not Specified,24-9590-0,Building Automation and Controls,VMA14_VAV_Modular_Assembly-Met-_P-VMA1420-0D-Nd-24-9590-0Bs
CYK,YORK,Centrifugal,Not Specified,Not Specified,Not Specified,Chillers,CYK-YOR-na-Nd-naCs
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0263‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0263‐1Al
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0266‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0266‐1Al
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0264‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0264‐1Al
V-9011,Johnson Controls,"Accessories, Accessory","V-9011, V-9011-1",Not Specified,Not Specified,Building Automation and Controls,V-9011-Joh-_V-9011-1-Nd-naBs
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0267‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0267‐1Al
M9000-51x,Johnson Controls,Electric Actuator,"M9000-510, M9000-511, M9000-512, M9000-513, M9000-514, M9000-515, M9000-516, M9000-517, M9000-518, M9000-519, M9000-51x",Not Specified,14-1201-13,Building Automation and Controls,M9000-51x-Joh-_M9000-51x-Nd-14-1201-13Bs
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0269‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0269‐1Al
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐UG‐0268‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐UG‐0268‐1Al
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0272‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0272‐1Al
FEC25 Field Equipment Controller,Metasys,Field Device,"MS-BTCVT-1, MS-BTCVT-1G, MS-BTCVTCBL-700, MS-FAC2611-0, MS-FAC2611-0G, MS-FAC2611-0U, MS-FAC2612-1, MS-FAC2612-1U, MS-FAC2612-2, MS-FAC3611-0, MS-FAC3613-0, MS-FAC4911-0, MS-FEB1610-0, MS-FEB1610-0D, MS-FEB1610-0G, MS-FEB2610-0, MS-FEB2610-0D, MS-FEB2610-0G, MS-FEC1610-0, MS-FEC1610-0D, MS-FEC1610-0G, MS-FEC1611-0, MS-FEC1611-0ET, MS-FEC1611-0ETG, MS-FEC1611-0G, MS-FEC1611-0U, MS-FEC1611-1, MS-FEC1611-1ET, MS-FEC1611-1U, MS-FEC1620-0, MS-FEC1621-0, MS-FEC1621-0G, MS-FEC1621-1, MS-FEC2511-0, MS-FEC2610-0, MS-FEC2610-0D, MS-FEC2610-0G, MS-FEC2611-0, MS-FEC2611-0ET, MS-FEC2611-0G, MS-FEC2611-0U, MS-FEC2620-0, MS-FEC2621-0, MS-FEC2621-0G, MS-FEC2621-0U, MS-FEU1610-0, MS-FEU1610-0D, MS-FEU1610-0G, MS-FEU1610-0U, MS-FEU1610-0UG, MS-FEU1620-0, MS-FEU1620-0G, MS-FEU1620-0U, MS-FEU1620-0UG, MS-FEU2610-0, MS-FEU2610-0D, MS-FEU2610-0G, MS-FEU2610-0U, MS-FEU2610-0UG, MS-FEU2620-0, MS-FEU2620-0G, MS-FEU2620-0U, MS-FEU2620-0UG, MS-FEU3610-0, MS-IOB4710-0, MS-IOB4710-0D, MS-IOB4710-0G, MS-IOM1710-0, MS-IOM1710-0G, MS-IOM1710-0U, MS-IOM1710-0UG, MS-IOM1711-0, MS-IOM1711-0G, MS-IOM1711-0U, MS-IOM2710-0, MS-IOM2710-0G, MS-IOM2710-0U, MS-IOM2710-0UG, MS-IOM2711-0, MS-IOM2711-0G, MS-IOM2711-0U, MS-IOM2711-1, MS-IOM2711-2, MS-IOM2721-0, MS-IOM2721-0G, MS-IOM3710 -0G, MS-IOM3710-0, MS-IOM3710-0G, MS-IOM3710-0U, MS-IOM3710-0UG, MS-IOM3711-0, MS-IOM3711-0G, MS-IOM3711-0U, MS-IOM3711-1, MS-IOM3711-2, MS-IOM3721-0, MS-IOM3721-0G, MS-IOM3731-0, MS-IOM3731-0G, MS-IOM4710-0, MS-IOM4710-0D, MS-IOM4710-0G, MS-IOM4711-0, MS-IOM4711-0G, MS-IOM4711-0U, MS-IOU4710-0, MS-IOU4710-0D, MS-IOU4710-0G, MS-IOU4710-0U, MS-VMA1610-0, MS-VMA1610-0AD, MS-VMA1610-0D, MS-VMA1610-0G, MS-VMA1610-0U, MS-VMA1610-1, MS-VMA1610-1D, MS-VMA1610-1U, MS-VMA1615-0, MS-VMA1615-0D, MS-VMA1615-0G, MS-VMA1615-0U, MS-VMA1617-0, MS-VMA1617-0D, MS-VMA1620-0, MS-VMA1620-0D, MS-VMA1620-0G, MS-VMA1620-0U, MS-VMA1620-1, MS-VMA1620-1D, MS-VMA1620-1U, MS-VMA1620-700U, MS-VMA1620-701, MS-VMA1626-0, MS-VMA1626-0G, MS-VMA1626-1, MS-VMA1626-1G, MS-VMA1628-0, MS-VMA1628-0G, MS-VMA1628-1, MS-VMA1628-1G, MS-VMA1630-0, MS-VMA1630-0D, MS-VMA1630-0G, MS-VMA1630-0U, MS-VMA1630-1, MS-VMA1630-1D, MS-VMA1630-1G, MS-VMA1632-0, MS-VMA1632-0D, MS-VMA1656-0, MS-VMA1656-1, MS-VMA1826-0, MS-VMA1826-0G, MS-VMA1826-1, MS-VMA1826-1G, MS-VMA1832-0D, MS-VMA1832-0G, MS-VMA1832-1, MS-VMA1832-1G, MS-VMA1930-0, NS-AHB7002-0G, NS-AHB7002-OG, NS-ATB7001-0G, NS-ATB7002-0G, NS-ATP7001-0G, NS-ATP7002-0G, NS-ATV7001-0G, NS-ATV7002-0G, NS-ATV7003-0, NS-BHB7002-0G, NS-BTB7001-0G, NS-BTB7002-0G, NS-BTP7001-0G, NS-BTP7002-0G, NS-BTP7002-2G, NS-BTP7003-0G, NS-BTV7001-0G, NS-BTV7002-0G, NS-WALLPLATE-0, Not Specified",Not Specified,Not Specified,Building Automation and Controls,FEC25_Field_Equipment_Controller-Met-_na-Nd-naBs
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0274‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0274‐1Al
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0273‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0273‐1Al
exacqVision Virtual,Exacq,VMS Software,Not Specified,Not Specified,Not Specified,Not Specified,exacqVision_Virtual-Exa-na-Nd-naNd
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0275‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0275‐1Al
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0265‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0265‐1Al
M9000-5xx,Johnson Controls,"Electric Actuator, Flanged Globe or Ball Valve and Actuator","M9000-516, M9000-520, M9000-5xx, M9000-600, M9000-601, M9000-602, M9000-603",Not Specified,Not Specified,Building Automation and Controls,M9000-5xx-Joh-_M9000-603-Nd-naBs
MP8000-6003,Johnson Controls,Pneumatic Actuator,MP8000-6003,Not Specified,14-1161-76,Building Automation and Controls,MP8000-6003-Joh-MP8000-6003-Nd-14-1161-76Bs
RA-2000 Airflow Measuring System,Johnson Controls,Air Measuring System,RAG,Not Specified,Not Specified,Building Automation and Controls,RA-2000_Airflow_Measuring_System-Joh-RAG-Nd-naBs
MAP Gateway,Metasys,Gateway/Router,"MP-PRTKIT-0P, MP-STAFBA-0, MP-STAKIT-0, MP-STAKIT-0H, Not Specified, TL-MAP1080-0SH, TL-MAP1810-0P, TL-MAP1810-0S, TL-MAP1810-0SH, TL-MAP1850-0C, TL-MAP1850-0CA, TL-MAP1850-0CB, TL-MAP1850-0CE, TL-MAP1850-0CI, TL-MAP1850-0CN, TL-MAP1850-0CT, YK-MAP1810-0E",Not Specified,24-10737-148,Building Automation and Controls,MAP_Gateway-Met-_YK-MAP1810-0E-Nd-24-10737-148Bs
MX Technology Addressable Devices,Simplex,Accessories,Not Specified,Not Specified,Not Specified,Not Specified,MX_Technology_Addressable_Devices-Sim-na-Nd-naNd
Retrofit Kits for Installing 4100ES Equipment into Existing 2120/2001/4100 Series Fire Alarm Control Panel Boxes,Simplex,Fire Alarm Control Unit,Not Specified,Not Specified,Not Specified,Not Specified,Retrofit_Kits_for_Installing_4100ES_Equipment_into_Existing_2120/2001/4100_Series_Fire_Alarm_Control_Panel_Boxes-Sim-na-Nd-naNd
M9000-53x,Johnson Controls,"Electric Actuator, Flanged Globe or Ball Valve and Actuator","M9000-530, M9000-531, M9000-532, M9000-533, M9000-534, M9000-535, M9000-536, M9000-537, M9000-53x, Not Specified","M9000-53x, Not Specified",14-1298-18,Building Automation and Controls,M9000-53x-Joh-_na-Md-14-1298-18Bs
M9000-53x,Johnson Controls,"Electric Actuator, Flanged Globe or Ball Valve and Actuator","M9000-530, M9000-531, M9000-532, M9000-533, M9000-534, M9000-535, M9000-536, M9000-537, M9000-53x, Not Specified","M9000-53x, Not Specified",14-1298-26,Building Automation and Controls,M9000-53x-Joh-_na-Md-14-1298-26Bs
AD-1252 Thermal Dispersion Probe,Johnson Controls,Air Measuring System,"AOTEA, AOTEB, AOTEF, AOTEG, AOTEN, AOTSA, AOTSB, AOTSF, AOTSG, AOTSN, APTEA, APTEB, APTEF, APTEG, APTEN, APTSA, APTSB, APTSF, APTSG, APTSN, ARTNN, ASTNN, DMPR-COMMISSION, DMPR-KA001, DMPR-KA002, DMPR-KA003, DMPR-RA000, DMPR-RA002, DMPR-RA021, DMPR-RA022, DMPR-RA023, DMPR-RA024, DMPR-RA025, DMPR-RA026, DMPR-RA027, DMPR-RAPN, DMPR-RAPW, RAAddN",Not Specified,44-1122-2,Building Automation and Controls,AD-1252_Thermal_Dispersion_Probe-Joh-_RAAddN-Nd-44-1122-2Bs
Not Specified,Metasys,"Control Panel, Field Device, Gateway/Router, General System Information, Metasys Devices, Not Specified, Server, Software Application, Supervisory Device, System Integration, Wireless Device","M4-SNC16120-0, M4-SNC16120-04, M4-SNC25150-0, M4-SNC25150-04, M4-SNE10500-0, M4-SNE11000-0, M4-SNE110L0-0, M4-SNE22000-0, MS-ADSxxx-x, MS-KNXN89-0, MS-MBUSN89-0, MS-MODBUSN89-0, MS-NIE2910-0, MS-NIE2916-0, MS-NIE2920-0, MS-NIE2926-0, MS-NIE2960-0, MS-NIE2966-0, MS-NIE3910-2, MS-NIE3920-2, MS-NIE4910-2, MS-NIE4920-2, MS-NIE5920-2, MS-NIE5960-2, MS-NIE89SW-0, MS-NIE89SW-6, MSADXxxx-x, Not Specified, TL-NIE-DVD",Not Specified,Not Specified,Building Automation and Controls,na-Met-_TL-NIE-DVD-Nd-naBs
YSAA,YORK,"Condensing Unit, Screw Air Cooled, Scroll Air Cooled",Not Specified,Not Specified,Not Specified,Chillers,YSAA-YOR-na-Nd-naCs
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0249‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0249‐1Al
Not Specified,YORK,"Absorption, Centrifugal, Compressor, Condensing Unit, Not Specified, Reciprocating, Screw Air Cooled, Screw Water Cooled, Scroll Air Cooled, Scroll Water Cooled",Not Specified,Not Specified,Not Specified,Chillers,na-YOR-na-Nd-naCs
KT3,Kantech,Readers and Cards,Not Specified,Not Specified,Not Specified,Not Specified,KT3-Kan-na-Nd-naNd
RAPID RESPONSE Model RSV-1,Tyco,"Residential Shut-Off Valve, Wet System Valves and Accessories",Not Specified,Not Specified,Not Specified,Tyco Fire,RAPID_RESPONSE_Model_RSV-1-Tyc-na-Nd-naTe
T-5220 Pneumatic Temperature Transmitter,Johnson Controls,Pneumatic Temperature Transmitter,"T-5220-1001, T-5220-1002, T-5220-1004, T-5220-1008, T-5220-1009, T-5220-1113, T-5220-1114",Not Specified,24-4354-1,Building Automation and Controls,T-5220_Pneumatic_Temperature_Transmitter-Joh-_T-5220-1114-Nd-24-4354-1Bs
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1SP1‐UG‐0283‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1SP1‐UG‐0283‐1Al
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐ADV‐0282‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐ADV‐0282‐1Al
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐CG‐0284‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐CG‐0284‐1Al
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐SG‐0285‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐SG‐0285‐1Al
SDACT,Simplex,"Networks, Workstations,Integration",Not Specified,Not Specified,Not Specified,Not Specified,SDACT-Sim-na-Nd-naNd
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐SE‐0278‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐SE‐0278‐1Al
T-5220 Pneumatic Temperature Transmitter,Johnson Controls,Pneumatic Temperature Transmitter,"T-5220-1001, T-5220-1002, T-5220-1004, T-5220-1008, T-5220-1009, T-5220-1113, T-5220-1114",Not Specified,Not Specified,Building Automation and Controls,T-5220_Pneumatic_Temperature_Transmitter-Joh-_T-5220-1114-Nd-naBs
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐IM‐0261‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐IM‐0261‐1Al
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐QG‐0254‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐QG‐0254‐1Al
AD-1252 Thermal Dispersion Probe,Johnson Controls,Air Measuring System,"AOTEA, AOTEB, AOTEF, AOTEG, AOTEN, AOTSA, AOTSB, AOTSF, AOTSG, AOTSN, APTEA, APTEB, APTEF, APTEG, APTEN, APTSA, APTSB, APTSF, APTSG, APTSN, ARTNN, ASTNN, DMPR-COMMISSION, DMPR-KA001, DMPR-KA002, DMPR-KA003, DMPR-RA000, DMPR-RA002, DMPR-RA021, DMPR-RA022, DMPR-RA023, DMPR-RA024, DMPR-RA025, DMPR-RA026, DMPR-RA027, DMPR-RAPN, DMPR-RAPW, RAAddN",Not Specified,Not Specified,Building Automation and Controls,AD-1252_Thermal_Dispersion_Probe-Joh-_RAAddN-Nd-naBs
Addressable Audible Notification Appliance,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified,Addressable_Audible_Notification_Appliance-Sim-na-Nd-naNd
AddressableAudible/Visible Notification Appliance,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified,AddressableAudible/Visible_Notification_Appliance-Sim-na-Nd-naNd
Audible Notification Appliance,Simplex,Notification Appliances and Speakers,Not Specified,Not Specified,Not Specified,Not Specified,Audible_Notification_Appliance-Sim-na-Nd-naNd
SMART Chiller Access Portal,Metasys,"Gateway/Router, Software Application","Model, Not Specified",Not Specified,24-10737-83,Building Automation and Controls,SMART_Chiller_Access_Portal-Met-_na-Nd-24-10737-83Bs
LV-1250 Stationary Louver,Johnson Controls,Louver,"AFEDN, AFEFN, LFJDN, LFLDN, LFMFN, LMCFA, LMCFB, LMCFC, LMCFD, LMCFF, LMCFG, LMCFN, LMNFA, LMNFB, LMNFC, LMNFD, LMNFF, LMNFG, LMNFN",Not Specified,Not Specified,Building Automation and Controls,LV-1250_Stationary_Louver-Joh-_LMNFN-Nd-naBs
LV-1251 Stationary Louver,Johnson Controls,Louver,"AFEDN, AFEFN, LFJDN, LFLDN, LFMFN, LMCFA, LMCFB, LMCFC, LMCFD, LMCFF, LMCFG, LMCFN, LMNFA, LMNFB, LMNFC, LMNFD, LMNFF, LMNFG, LMNFN",Not Specified,Not Specified,Building Automation and Controls,LV-1251_Stationary_Louver-Joh-_LMNFN-Nd-naBs
LV-1800 Stationary Louver,Johnson Controls,Louver,"AFEDN, AFEFN, LFJDN, LFLDN, LFMFN, LMCFA, LMCFB, LMCFC, LMCFD, LMCFF, LMCFG, LMCFN, LMNFA, LMNFB, LMNFC, LMNFD, LMNFF, LMNFG, LMNFN",Not Specified,Not Specified,Building Automation and Controls,LV-1800_Stationary_Louver-Joh-_LMNFN-Nd-naBs
YHAP,YORK,Absorption,Not Specified,Not Specified,Not Specified,Chillers,YHAP-YOR-na-Nd-naCs
YHAU,YORK,Absorption,Not Specified,Not Specified,Not Specified,Chillers,YHAU-YOR-na-Nd-naCs
4100ES LCD Annunciator,Simplex,Annunciator,Not Specified,Not Specified,Not Specified,Not Specified,4100ES_LCD_Annunciator-Sim-na-Nd-naNd
LCD Annunciator for 4006 Fire Alarm Control Unit,Simplex,Annunciator,Not Specified,Not Specified,Not Specified,Not Specified,LCD_Annunciator_for_4006_Fire_Alarm_Control_Unit-Sim-na-Nd-naNd
4010ES LCD Annunciator,Simplex,Annunciator,Not Specified,Not Specified,Not Specified,Not Specified,4010ES_LCD_Annunciator-Sim-na-Nd-naNd
NSD1380 Nurses Display Station,Johnson Controls,Nurses Display Station,LB-NSD1380-0,Not Specified,Not Specified,Building Automation and Controls,NSD1380_Nurses_Display_Station-Joh-LB-NSD1380-0-Nd-naBs
RPC1611 Room Pressure Controller,Johnson Controls,Room Pressure Controller,RPC1611,Not Specified,Not Specified,Building Automation and Controls,RPC1611_Room_Pressure_Controller-Joh-RPC1611-Nd-naBs
WNC,Metasys,Wireless Device,"MS-WNC1800-0S, MS-WNC1820-0A, MS-WNC1820-0B, MS-WNC1823-0A, MS-WNC1823-0B, MS-ZFR1820-0, MS-ZFR1821-0, MS-ZFR1821-0B, MS-ZFR1822-0, MS-ZFR1822-0B, MS-ZFR1823-0, Not Specified, WNC-120V-PS-0, WNC-24V-PS-0, ZFR-24V-PS-0, ZFR-CBLEXT-0, ZFR-WallCover",Not Specified,Not Specified,Building Automation and Controls,WNC-Met-_ZFR-WallCover-Nd-naBs
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐IG‐0286‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐IG‐0286‐1Al
NSD1380 Nurses Display Station,Johnson Controls,Nurses Display Station,LB-NSD1380-0,Not Specified,24-10887-20,Building Automation and Controls,NSD1380_Nurses_Display_Station-Joh-LB-NSD1380-0-Nd-24-10887-20Bs
RPC1611 Room Pressure Controller,Johnson Controls,Room Pressure Controller,RPC1611,Not Specified,24-10887-12,Building Automation and Controls,RPC1611_Room_Pressure_Controller-Joh-RPC1611-Nd-24-10887-12Bs
AC2000,CEM Systems,"Hardware, Integrations, Software",Not Specified,Not Specified,A2SE7.1‐IG‐0287‐1,Access Control,AC2000-CEM-na-Nd-A2SE7.1‐IG‐0287‐1Al
IDNet IAM,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,Not Specified,IDNet_IAM-Sim-na-Nd-naNd
Auto-Aligning Reflective Beam Smoke Detectors with IDNet Communications,Simplex,Sensors and Initiating Devices,Not Specified,Not Specified,Not Specified,Not Specified,Auto-Aligning_Reflective_Beam_Smoke_Detectors_with_IDNet_Communications-Sim-na-Nd-naNd
VGA8000,Johnson Controls,Flanged Globe or Ball Valve and Actuator,Not Specified,Not Specified,Not Specified,Building Automation and Controls APAC,VGA8000-Joh-na-Nd-naBC
VAF-B,Johnson Controls,Electric Actuator,Not Specified,Not Specified,Not Specified,Building Automation and Controls APAC,VAF-B-Joh-na-Nd-naBC
VAP,Johnson Controls,Electric Actuator,Not Specified,Not Specified,Not Specified,Building Automation and Controls APAC,VAP-Joh-na-Nd-naBC
T8800 Thermostat,Johnson Controls,Fan Coil Thermostat,Not Specified,Not Specified,Not Specified,Building Automation and Controls APAC,T8800_Thermostat-Joh-na-Nd-naBC
