product_name,brand,product_category,product_code,product_series,business,product_identifier
UL864 UUKL Listed Device,Metasys,"Field Device, Supervisory Device","00-00051-01, 00-00052-01, 2960-24TC-S, A20N16BLP, A20N16MPP, ACM-8R, AFAWS-TELC, CAB-RM, EIMK-100T/FT, EIS6-100T/FT, EIS6-100TFT, EIS8-100T, EISK5-100T, FHSC-R, FIRE-MON-17, IFC-1010-M28A, IFC-1010-M50UG, IFC-1010-NET-0, IFC-1010-REL6, IFC-2020-M28A, IFC-2020-M50UG, IFC-2020-NET-0, IFC-2020-REL6, IFC-640UG, ISOBAR12Ultra, ISOBAR8Ultra, LN-PRG203-1U, LN-PRG300-1U, LN-PRG400-1U, LN-PRG500-1U, LN-VAVCF-1U, MIB-OWS-F-0, MIB-OWS-W-0, MIB-OWS-WF-0, MS-FAC2611-0U, MS-FAC2612-1U, MS-FEC1611-0U, MS-FEC1611-1U, MS-FEC2611-0U, MS-FEC2621-0U, MS-FEU1610-0U, MS-FEU2610-0U, MS-IOM1710-0U, MS-IOM1711-0U, MS-IOM2710-0U, MS-IOM2711-0U, MS-IOM3710-0U, MS-IOM3711-0U, MS-IOM4710-0U, MS-IOM4711-0U, MS-IOU4710-0U, MS-NAE3510-2U, MS-NAE3520-2U, MS-NAE4510-2U, MS-NAE4520-2U, MS-NAE5510-1U, MS-NAE5510-2U, MS-NAE5510-2UW, MS-NAE5510-3U, MS-NAE5510-702U, MS-NAE5510-703U, MS-NAE5520-1U, MS-NCE2520-0U, MS-NCE2560-0U, MS-VMA1610-0AD, MS-VMA1610-0U, MS-VMA1610-1, MS-VMA1610-1U, MS-VMA1615-0U, MS-VMA1620-0U, MS-VMA1620-1, MS-VMA1620-1U, MS-VMA1630-0U, NU-CH101-0, NU-ETH101-0, NU-FIBSW1-0, NU-FIBSW2-0, NU-MC101-0, NU-MC102-0, NU-RPT101-1U, NU-RPT24-0U, PA0P00010FC0-U, PA5100U01FC0, PA5100U01FC0-1, PA5200U15CC0, PA5300U11FC0, PA5300U11FC0-1, PAG100U11EC0, PAG100U11EC0-1, PAGE00U11EC0, PAGJ00U11EC0, PAJJ00U11AC0, PAJJ00U11AC0-1, PAKG00U11AC0, PAKG00U11AC0-1, PAKGJJU12BC0, PAKGJJU12BC0-1, PAN-96VAXFR-U, PAN-ENC1620WD, PAN-ENC1620WDP, PAN-ENC2024WD, PAN-ENC2024WDP, PAN-ENC2424WD, PAN-ENC2424WDF, PAN-ENC2424WDP, PAN-ENC2436WD, PAN-ENC2436WDF, PAN-ENC2436WDP, PAN-ENC3042WD, PAN-ENC3042WDP, PAN-ENC3648WD, PAN-ENC3648WDP, PAN-ENH1620WD, PAN-ENH1620WDP, PAN-ENH2024WD, PAN-ENH2024WDP, PAN-ENH2424WD, PAN-ENH2424WDP, PAN-ENH2436WD, PAN-ENH2436WDP, PAN-PWRSP-U, PARE00U11BC0, PNET1GB, SMK-MOVKIT-BRD, SMK-MOVKIT-MSTP, SMK-UPLABL-0U, SMK-UPLABL-1U, SMOKE-MOVKIT-0U, SMOKE-TRNKIT-1U",Not Specified,Building Automation and Controls,86ae351ff9d9255c76ca597bc505c7de9bfc15e1
D-3070,Johnson Controls,Accessories,"D-3073-600, D-3244-615",Not Specified,Building Automation and Controls,2705acd3f4bf4505960397c20525d40c94b0e2bf
D-3073,Johnson Controls,"Accessories, Pneumatic Actuator","D-3073-600, D-3244-615, D-9502-12, D-9502-8",Not Specified,Building Automation and Controls,6c654eb3c6866f61610637c3531056514ea07916
D-3246,Johnson Controls,"Accessories, Pneumatic Actuator","D-3073-600, D-3244-615, D-9502-5",Not Specified,Building Automation and Controls,018ab3f845e13d428b2f3de4e76ead63414063a5
Damper Actuator,Johnson Controls,"Accessories, Accessory, Electric Actuator, Flanged Globe or Ball Valve and Actuator, Pneumatic Actuator","2446599, D-251-705, D-3000-1076, D-3000-1077, D-3031-10, D-3031-100, D-3031-101, D-3031-102, D-3031-18, D-3031-3, D-3031-4, D-3031-7, D-3062-1, D-3062-100, D-3062-101, D-3062-104, D-3062-106, D-3062-107, D-3062-108, D-3062-2, D-3062-3, D-3062-3192, D-3062-3196, D-3062-3203, D-3062-3211, D-3062-3224, D-3062-3251, D-3062-3282, D-3062-3292, D-3062-3293, D-3062-3311, D-3062-4, D-3062-41, D-3062-5113, D-3062-5122, D-3062-5242, D-3062-5263, D-3062-5273, D-3073-101, D-3073-600, D-3153, D-3153-1, D-3153-103, D-3153-104, D-3153-106, D-3153-110, D-3153-111, D-3153-112, D-3153-12, D-3153-15, D-3153-18, D-3153-1G, D-3153-2, D-3153-20, D-3153-2G, D-3153-3, D-3153-3G, D-3153-4, D-3153-4G, D-3153-5, D-3153-5120G, D-3153-5130G, D-3153-6, D-3153-6002, D-3153-6003, D-3153-608, D-3153-7, D-3153-701, D-3244-1, D-3244-100, D-3244-101, D-3244-2, D-3244-3, D-3244-4, D-3244-5, D-3244-6001, D-3244-615, D-3244-618, D-3246-1, D-3246-2, D-3246-3, D-3246-4, D-3246-5, D-3246-5100, D-3246-5110, D-3246-5120, D-3246-6001, D-3246-701, D-4073-1, D-4073-2, D-4073-3, D-4073-3100, D-4073-3107, D-4073-3123, D-4073-4, D-4073-5, D-4073-6, D-4073-6001, D-4073-6002, D-4073-6003, D-4073-7, D-9502-12, D-9502-8, D-9502-9, DS-3062, DS-3062-1, DS-3062-2, DS-3062-4263, DS-3153, DS-3153-1, DS-3153-2, DS-3153-5, EP-8000-101, EPP-1000, EPP-1000-11, EPP-1000-12, EPP-1000-13, EPP-1000-21, EPP-1000-22, EPP-1000-23, EPP-1000-601, EPP-1000-8, M100C, M100E, M100E series, M100G, M100Q, M110CGA-2, M110EGA-1, M110GGA-3, M120CGA-2, M120GGA-3, M130CGA-2, M130EGA-1, M130GGA-3, M140CGA-2, M140GGA-3, M150CGA-2, M150GGA-3, M9000, M9000-150, M9000-151, M9000-152, M9000-153, M9000-154, M9204-CNA-2, M9204-CNC-2, M9204-CNx, R81CAA-2, R81EAA-2, R81GAA-2, R81QAA-1, R81QAA-3",Not Specified,Building Automation and Controls,c1ea3f1eda739be94c2da285766981486c1e3036
Air Handling Unit Controller,Metasys,"Field Device, Software Application","AS-AHU100-0, AS-AHU102-0, AS-AHU103-300, AS-CBL02-0, AS-CBL10-0, AS-CBL100-0, AS-FMK102-0, FA-AHU102-0",Not Specified,Building Automation and Controls,109cf003a708fe854405a49726c6c4c7028e22f4
Air Handling Unit Controller,Johnson Controls,Field Device,"AS-AHU102-0, AS-AHU103-300, AS-AHUFWK-0, FA-AHU103-300",Not Specified,Building Automation and Controls,ccf2e175ddefa220155f33785905723a85192e36
M-Graphics,Metasys,Software Application,"MW-MGRAPH-0, MW-MGRAPH-6",Not Specified,Building Automation and Controls,b940a4dc757ecc6defb0c1b103d9db0ac62d07ce
AS-CBLCON-0,Metasys,Gateway/Router,AS-CBLCON-0,Not Specified,Building Automation and Controls,fe07962973052d8061bafce7ec66374905d124ec
AS-CBLPRO-2,Metasys,Gateway/Router,AS-CBLPRO-2,Not Specified,Building Automation and Controls,7a2a216e6209aaa48a5c5ea66a3392cc938631aa
Zone Bus,Metasys,Gateway/Router,AS-CBLPRO-2,Not Specified,Building Automation and Controls,54d19d00068e5aebcedccc7a22996845b5c1f37f
Function Module,Metasys,"Field Device, Software Application","AS-FMK102-0, FM-IAN101-0, FM-IAP101-0, FM-IBF101-0, FM-IBN101-0, FM-IUN102-0, FM-OAE101-0, FM-OAN101-0, FM-OAP121-0, FM-OBE101-0, FM-ORE101-0, FM-ORL101-0, FM-ORM101-0, FM-OSV101-0, FM-OTE101-0, FM-PCM101-0",Not Specified,Building Automation and Controls,8775d2faf7a2c1f6e16d2732681de7b3c67efd4f
Function Module,Johnson Controls,Field Device,"AS-FMK102-0, FM-OAP101-0, FM-OAP102-0, FM-OAP103-0",Not Specified,Building Automation and Controls,6f655e6f199254d60210ae40a5647ad682e77f50
Relay Module,Johnson Controls,Accessory,"AS-RLY002-0, AS-RLY050-0, AS-RLY100-1",Not Specified,Building Automation and Controls,675c1adcc66525dcd5fcb1b14a6759cdb5ecffcb
Application Specific Controller,Metasys,Field Device,Not Specified,Not Specified,Building Automation and Controls,17bea5e94514690e3e1f351c47293d74d48cd935
AV-8020,Johnson Controls,Electric Actuator,V-520-650,Not Specified,Building Automation and Controls,72aba59637f863e12e8caf1df7bce76da1a92a65
AV-8122,Johnson Controls,Electric Actuator,V-520-650,Not Specified,Building Automation and Controls,bfeb5979c71133b8dcc38c2dd39a9b9d4dbb250a
Benders and Miscellaneous Accessories,Johnson Controls,Accessory,"JC 5211, JC 5212",Not Specified,Building Automation and Controls,2a3646fd824d6c1df7eb49dfb774dbb3315682bb
Metal Indoor Enclosure,Johnson Controls,Enclosure,BOX-7355-2,Not Specified,Building Automation and Controls,d21473c8a0364d5c147043627ac0cece50599021
P100 Series Encapsulated Pressure Switch,PENN Controls,"Electromechanical Pressure Control, Electromechanical Temperature Control, Lube Oil Pressure Control","A11, A19, A70, A72, P100, P100AA-2C, P100AA-2D, P100AA-33D, P100AA-3C, P100AA-3D, P100AA-4D, P100AA-9D, P100AC, P100AC-1C, P100AC-1D, P100AC-2C, P100AC-6D, P100AP, P100AP-12D, P100AP-201C, P100AP-201D, P100AP-205D, P100AP-29D, P100AP-2C, P100AP-2D, P100AP-332C, P100AP-33D, P100AP-3C, P100AP-3D, P100AP-4C, P100AP-4D, P100AP-6D, P100AP-85D, P100AP-9C, P100AP-9D, P100CA-1C, P100CA-1D, P100CA-2C, P100CA-2D, P100CC, P100CC-12D, P100CC-8D, P100CC-9C, P100CP, P100CP-12D, P100CP-1C, P100CP-1D, P100CP-2C, P100CP-2D, P100CP-38D, P100CP-3D, P100CP-43D, P100CP-46D, P100CP-5D, P100CP-6D, P100DA, P100DA-13D, P100DA-1C, P100DA-1D, P100DA-29D, P100DA-2C, P100DA-30D, P100DA-35C, P100DA-35D, P100DA-36D, P100DA-3D, P100DA-7D, P100DA-81C, P100DC, P100DC-3C, P100DC-3D, P100EE, P145, P170, P20, P28, P29, P45, P70, P72, P74",P100,Building Automation and Controls,6db26d5e313452bc9c9431b3d0a5b241dfe5434d
Controller Application,Johnson Controls,Field Device,Not Specified,Not Specified,Building Automation and Controls,20829bdd179679d0d324b58308e8dbb9fa93ef71
C-130 Comparator,Johnson Controls,Accessory,C-130-1,Not Specified,Building Automation and Controls,d765a0a273ba030b8b49fd66bc9d8523df8285f5
C-130,Johnson Controls,Accessory,Not Specified,Not Specified,Building Automation and Controls,6e9fd81476072b1f9c8bc3f9f599bc584fa220b1
S-224,Johnson Controls,"Accessory, Pneumatic Actuator","S-224, S-224-1, S-224-100, S-224-2, S-224-50, S-224-51, S-224-53, S-224-54, S-224-58, S-224-59, S-224-60, S-224-601, S-224-61, S-224-63, S-224-64",Not Specified,Building Automation and Controls,f7a287cc6216f43cfd3c7b6de4b546eedd9bfb66
T-9000,Johnson Controls,Accessory,Not Specified,Not Specified,Building Automation and Controls,ae2308a61b1e2b7fcd2b29e7be09d7909de76248
C-5222 Adding/Subtracting Repeater,Johnson Controls,Accessory,"C-5222-1, C-5222-100, C-5222-3",Not Specified,Building Automation and Controls,350a0ba29c81ccfa3386a4e85d58401b84c9da8a
C-9500 Two-Position Pilot Cumulator,Johnson Controls,Cumulator,"C-9500, C-9500-1",Not Specified,Building Automation and Controls,b57b6cc647cc98c11f103bb82ca7518b1078ec65
CDS-2000,Johnson Controls,CO2 Sensor/Transmitter,Not Specified,Not Specified,Building Automation and Controls,6cf5590da593d2d26942a39e588615031531136d
CDS-2000 CO Sensor Verification Calibration,Johnson Controls,CO2 Sensor/Transmitter,Not Specified,Not Specified,Building Automation and Controls,f8379af242b3de7dfd761f5e485aa8aae6bb4543
CDS-4000 CO2 Sensor Calibration,Johnson Controls,CO2 Sensor/Transmitter,Not Specified,Not Specified,Building Automation and Controls,eac7e754a5000207c38b47b83886ef8421932035
AspenTech InfoPlus.21 Historian,Johnson Controls,Software Application,Not Specified,Not Specified,Building Automation and Controls,eb334706e64ac0764063db3fa5f2b6eb5c35f016
Configuration Tools,Johnson Controls,Software Application,Not Specified,Not Specified,Building Automation and Controls,ab5e337f73148e2f944850dbe295af6dc87c16f1
IAC-600 Access Control System,Metasys,Field Device,Not Specified,Not Specified,Building Automation and Controls,646daf54b05787f45affe6614eb4301918eccc65
CSE50A-602 Enclosure,Metasys,Supervisory Device,Not Specified,Not Specified,Building Automation and Controls,e1107d0002fb72142b2f4d5bb80b9a7cc34bfd00
CSE50A-603 Enclosure,Metasys,Supervisory Device,Not Specified,Not Specified,Building Automation and Controls,09d00477a9f8b9f20319f5d51958c75618da76e5
CSE69A-600R Enclosure,Johnson Controls,Enclosure,Not Specified,Not Specified,Building Automation and Controls,c8e91104a510e5085f90ac8fa0e9cab35321b391
DS-3062,Johnson Controls,Pneumatic Actuator,"D-3062-1, D-3062-100, D-3062-101, D-3062-104, D-3062-106, D-3062-107, D-3062-108, D-3062-2, D-3062-3, D-3062-3192, D-3062-3196, D-3062-3203, D-3062-3211, D-3062-3224, D-3062-3251, D-3062-3282, D-3062-3292, D-3062-3293, D-3062-3311, D-3062-4, D-3062-41, D-3062-5113, D-3062-5122, D-3062-5242, D-3062-5263, D-3062-5273, DS-3062, DS-3062-1, DS-3062-4263",Not Specified,Building Automation and Controls,39bee9c65765949b14ce4fed8a05531713f1c803
DS-3062-101,Johnson Controls,Pneumatic Actuator,"D-3062-101, D-3062-2, D-3062-3",Not Specified,Building Automation and Controls,b3906c0bdade3f577aae0ceae328b087bfcacbcf
D-3153-608,Johnson Controls,Pneumatic Actuator,D-3153,Not Specified,Building Automation and Controls,381f7aa460e767796a7e0eec566f2d9ef5c432bd
D-3153-104,Johnson Controls,Pneumatic Actuator,D-3153-104,Not Specified,Building Automation and Controls,ca3e6a5bd6f5b124f42d525729dfcbb03c8f1080
D-3153-600x,Johnson Controls,Pneumatic Actuator,"D-3153-6002, D-3153-6003",Not Specified,Building Automation and Controls,84235cdd8e90d5bff58220be2733d28c3e9c08a6
D-3240,Johnson Controls,Pneumatic Actuator,"D-3240, D-3244-1, D-3244-100, D-3244-101, D-3244-2, D-3244-3, D-3244-4, D-3244-5, D-3244-6001, D-3244-615, D-3244-618, D-3246-1, D-3246-2, D-3246-3, D-3246-4, D-3246-5, D-3246-5100, D-3246-5110, D-3246-5120, D-3246-6001, D-3246-701",Not Specified,Building Automation and Controls,0cf3ebd3c2d3590d9342f68730f888cf1ae11e03
D-3244-618,Johnson Controls,Pneumatic Actuator,D-3244-618,Not Specified,Building Automation and Controls,5cf4c19694daad7b00f8e33a5f321eff9ecaed88
D-4070 Damper Actuator,Johnson Controls,Pneumatic Actuator,"D-4070-1, D-4070-10, D-4070-2, D-4070-3, D-4070-4, D-4070-5, D-4070-6, D-4070-6001, D-4070-6002, D-4070-7, D-4070-8, D-4070-9",Not Specified,Building Automation and Controls,3f5b8d8a3b7c28fbedc9f62cd6c5968ed3da8aeb
D-251 Damper Actuator Hardware,Johnson Controls,Damper Parts and Accessories,Not Specified,Not Specified,Building Automation and Controls,fea46adb48be818e1a8081e70bb6c1a238dde420
D-251,Johnson Controls,Accessory,D-251-705,Not Specified,Building Automation and Controls,3372bf918693b6027177688d7f1fda7e9de959be
D-3xxx and D-407x Damper Actuator Hardware,Johnson Controls,Damper Parts and Accessories,Not Specified,Not Specified,Building Automation and Controls,c2267ce220b32f5b99e64e2b1e44e86a2a8d7542
Digital Control Module,Metasys,"Field Device, Software Application","NU-DCM140-0, NU-DCM140-700",Not Specified,Building Automation and Controls,3759b56226c9bd2b71fb6da0a34afeeef4d7b614
Data Definition Language,Metasys,Software Application,Not Specified,Not Specified,Building Automation and Controls,15209fab38d629cf19a0a3232bd524cf456c5870
N2 Controller,Metasys,Field Device,"DC-9100-6800, DX-9121-8454, DX-9121-8454J, DX-9121-8996, DX-9121-8997, DX-9200-7454-A, DX-9200-8454-A, DX-9200-8454-AA, DX-9200-8454-D, DX-9200-8454-DA, DX-9200-8996, DX-9200-8997, LN-IOE400-0, LN-IOE410-0, LN-IOE420-0, LN-PRGxxx-12, LN-VAVCF-12, MS-VMA1832-0, NU-DCM140-0, NU-DCM140-700, NU-EOL202-0, NU-EOL203-0, NU-NET203-1",Not Specified,Building Automation and Controls,2a2b6e891d3782c04ad34c3377c4721c5c814209
DMPR-KC204 Jackshaft Kit,Johnson Controls,Damper Parts and Accessories,"DMPR-KC204, DMPR-KC205, DMPR-KC206",Not Specified,Building Automation and Controls,a8f78390490909079270739260f76dc0a1542597
DMPR-KC205 Jackshaft Kit,Johnson Controls,Damper Parts and Accessories,"DMPR-KC204, DMPR-KC205, DMPR-KC206",Not Specified,Building Automation and Controls,21670e0a432c4ede6c7087a06bd5732bef47d002
DMPR-KC206 Jackshaft Kit,Johnson Controls,Damper Parts and Accessories,"DMPR-KC204, DMPR-KC205, DMPR-KC206",Not Specified,Building Automation and Controls,00c4f0c4bd22b2f357be714f0e4601860194f379
DS-3062-1,Johnson Controls,Pneumatic Actuator,DS-3062-1,Not Specified,Building Automation and Controls,0affeeaf38abadc834dca7b63f87dae47a6573bf
DS-3062-2,Johnson Controls,Pneumatic Actuator,DS-3062-2,Not Specified,Building Automation and Controls,2cf46adff6c96abb699d5eb67864b570c1b30f2e
DS-3153,Johnson Controls,Pneumatic Actuator,"DS-3062-1, DS-3153, DS-3153-1, DS-3153-2, DS-3153-5",Not Specified,Building Automation and Controls,02801322ce62c7540566d68b4845297fc542e352
DSC,Metasys,"Field Device, Software Application",Not Specified,Not Specified,Building Automation and Controls,42457824e64776860ce118c5ab85fc9b455b3f2f
FPU,Metasys,Software Application,Not Specified,Not Specified,Building Automation and Controls,cd4fbe415b7c2e37ddcbf2e8a493ca4ac803701b
DX LCD Display Terminal,Johnson Controls,Field Device,"DT-9100-6801, DT-9100-8104, DT-9100-8902, DT-9100-8903, DT-9100-8904, NP-PWR1209-0",Not Specified,Building Automation and Controls,ecfe548874fee2dffb9ab25b4628e3a16760241f
DX-9100,Metasys,Field Device,"DC-9100-6800, DEMO-DX120-2, DEMO-DX120-3, DX-9100-7454, DX-9100-8154, DX-9100-8154S, DX-9100-8354, DX-9100-8454, DX-9100-8911, DX-9100-8913, DX-9100-8990, DX-9100-8990F, DX-9100-8991, DX-9100-8992, DX-9100-8996, DX-9100-8997, DX-9121-8454, DX-9121-8454J, DX-9121-8996, DX-9121-8997, FA-DX91-8913, FA-DX9100-7454, FA-DX9100-8454, XP-9102-8304, XP-9103-8304, XP-9104-8304, XP-9105-8304, XP-9107-8304",Not Specified,Building Automation and Controls,77b8ee69c9d13d305b02cba226527d64616a5b21
DX-9120,Metasys,Field Device,"DX-9100-7454, DX-9100-8154, DX-9100-8154S, DX-9100-8354, DX-9100-8454, DX-9100-8911, DX-9100-8913, DX-9100-8990, DX-9100-8990F, DX-9100-8991, DX-9100-8992, DX-9100-8996, DX-9100-8997",Not Specified,Building Automation and Controls,7783f752ba02cf48fe5a038d5a96a753d9a488ae
DX-9200,Johnson Controls,Field Device,"DX-9121-8454, DX-9121-8454J, DX-9200-7454-A, DX-9200-8454-A, DX-9200-8454-AA, DX-9200-8454-D, DX-9200-8454-DA, DX-9200-8996, DX-9200-8997",Not Specified,Building Automation and Controls,0557bcd04a274b85f443ccf8a98b38a5affc2824
N2 Controller,Johnson Controls,Field Device,"DX-9121-8454, DX-9121-8454J, DX-9200-7454-A, DX-9200-8454-A, DX-9200-8454-AA, DX-9200-8454-D, DX-9200-8454-DA, DX-9200-8996, DX-9200-8997",Not Specified,Building Automation and Controls,120dbad98f6f734f920363bbd29c78a014a410fe
DX-9121,Metasys,Field Device,"DX-9121-8454, DX-9121-8454J, DX-9121-8996, DX-9121-8997",Not Specified,Building Automation and Controls,ae982374d29ebb2a872d8e229d7303a80c89b9a4
DX-9200,Metasys,Field Device,"DC-9100-6800, DX-9200-7454-A, DX-9200-8454-A, DX-9200-8454-AA, DX-9200-8454-D, DX-9200-8454-DA, DX-9200-8996, DX-9200-8997, NU-EOL202-0, NU-EOL203-0, NU-NET203-1",Not Specified,Building Automation and Controls,fe2df71290c647aef030fe3b0ec2d667ad9eac8e
EPP-1000,Johnson Controls,"Accessories, Accessory, Pneumatic Actuator","EPP-1000, EPP-1000-11, EPP-1000-12, EPP-1000-13, EPP-1000-21, EPP-1000-22, EPP-1000-23, EPP-1000-601, EPP-1000-8",Not Specified,Building Automation and Controls,c7aa9cb7c39dab331e9b44eddec0e2d23982423d
Extended Digital Controller,Metasys,Field Device,"DX-9100-7454, DX-9100-8154, DX-9100-8154S, DX-9100-8354, DX-9100-8454, DX-9100-8911, DX-9100-8913, DX-9100-8990, DX-9100-8990F, DX-9100-8991, DX-9100-8992, DX-9100-8996, DX-9100-8997, FA-DX9100-8454, XP-9102-8304, XP-9103-8304, XP-9104-8304, XP-9105-8304, XP-9107-8304, XT-9100-8304",Not Specified,Building Automation and Controls,399178e52e59243c3e3eb57ee2e2f443bbb294f1
F40EA Liquid Flow Switch,PENN Controls,"Flow, Liquid Level,Air‐Volume Control",F40EA,F40EA,Building Automation and Controls,e8d8f95831940bd06b4b060c6e505cdefd3cc115
F62 Series Air Flow Switch,PENN Controls,"Flow, Liquid Level,Air-Volume Control","F61, F62, F62AA, F62AA-8C, F62AA-9C","F61, F62",Building Automation and Controls,8b2f27534cc29655c89c4c12e4c65367c92540ea
F62AA,Johnson Controls,Air Flow Controller,Not Specified,Not Specified,Building Automation and Controls,10ccea2a54680fd54c6bdef4718d2d8b6afac945
F63 Series Liquid Level Float Switch,PENN Controls,"Flow, Liquid Level,Air-Volume Control, Liquid Level,Air‐Volume Control","F63, F63AC, F63AC-1C, F63BF, F63BF-1C, F63Bf, F63EC, F63EC-1C, F63FF, F63FF-1C",F63,Building Automation and Controls,81cec8ea0d5446535a7593727cc7bcbc47ec8ba6
FM-IDP Series Input Differential Pressure Function Module,Johnson Controls,Accessory,FM-PCM101-0,Not Specified,Building Automation and Controls,130a40726131c43e373c4d306f715096fb0ecea4
FM-OAP Series Output Analog Pneumatic Function Module,Johnson Controls,Accessory,"FM-OAP101-0, FM-OAP102-0, FM-OAP103-0",Not Specified,Building Automation and Controls,93accabe4a94e9f943d26cccfd39479c1cdafc50
G-2010,Johnson Controls,"Accessories, Accessory","G-2010, G-2010-1, G-2010-101, G-2010-11, G-2010-16, G-2010-23, G-2010-24, G-2010-300, G-2010-302, G-2010-400, G-2010-403, G-2010-5",Not Specified,Building Automation and Controls,1170252d85380bbbd9c8b20784d519d03f8424e6
G195,Johnson Controls,Accessories,G195,Not Specified,Building Automation and Controls,d88906686956fc3abda4f91cece7ccc9e2b55caa
G750,Metasys,Field Device,G750EUB-1D,Not Specified,Building Automation and Controls,a318837ea288ed0e053f7bd9912badd673eeb219
Johnson Controls System,Johnson Controls,General System Information,Not Specified,Not Specified,Building Automation and Controls,650b47d746635a0f208f2f3e8175c4eed68c95a4
GM-20/25,Johnson Controls,Accessories,"GM-2010-2000, GM-2011-2000, GM-2012-2000, GM-2020-2000, GM-2021-2000, GM-2022-2000, GM-2030-2000, GM-2031-2000, GM-2032-2000, GM-2040-2000, GM-2041-2000, GM-2042-2000, GM-2510-2000, GM-2511-2000, GM-2512-2000, GM-2520-2000, GM-2521-2000, GM-2522-2000, GM-2530-2000, GM-2531-2000, GM-2532-2000, GM-2540-2000, GM-2541-2000, GM-2542-2000, GM-4010-2000, GM-4011-2000, GM-4012-2000, GM-4020-2000, GM-4021-2000, GM-4022-2000, GM-4030-2000, GM-4031-2000, GM-4032-2000, GM-4040-2000, GM-4041-2000, GM-4042-2000, GM-4050-2000, GM-4051-2000, GM-4052-2000, GM-4060-2000, GM-4061-2000, GM-4062-2000, GM-4510-2000, GM-4511-2000, GM-4512-2000, GM-4520-2000, GM-4521-2000, GM-4522-2000, GM-4530-2000, GM-4531-2000, GM-4532-2000, GM-4540-2000, GM-4541-2000, GM-4542-2000, GM-4550-2000, GM-4551-2000, GM-4552-2000, GM-4560-2000, GM-4561-2000, GM-4562-2000",Not Specified,Building Automation and Controls,413e4d21f8342ee15ca4373356879a3ac6ec83dc
GM-40/45,Johnson Controls,Accessories,"GM-2010-2000, GM-2011-2000, GM-2012-2000, GM-2020-2000, GM-2021-2000, GM-2022-2000, GM-2030-2000, GM-2031-2000, GM-2032-2000, GM-2040-2000, GM-2041-2000, GM-2042-2000, GM-2510-2000, GM-2511-2000, GM-2512-2000, GM-2520-2000, GM-2521-2000, GM-2522-2000, GM-2530-2000, GM-2531-2000, GM-2532-2000, GM-2540-2000, GM-2541-2000, GM-2542-2000, GM-4010-2000, GM-4011-2000, GM-4012-2000, GM-4020-2000, GM-4021-2000, GM-4022-2000, GM-4030-2000, GM-4031-2000, GM-4032-2000, GM-4040-2000, GM-4041-2000, GM-4042-2000, GM-4050-2000, GM-4051-2000, GM-4052-2000, GM-4060-2000, GM-4061-2000, GM-4062-2000, GM-4510-2000, GM-4511-2000, GM-4512-2000, GM-4520-2000, GM-4521-2000, GM-4522-2000, GM-4530-2000, GM-4531-2000, GM-4532-2000, GM-4540-2000, GM-4541-2000, GM-4542-2000, GM-4550-2000, GM-4551-2000, GM-4552-2000, GM-4560-2000, GM-4561-2000, GM-4562-2000",Not Specified,Building Automation and Controls,850e59374dc1e4ef39f8cd330d2ba6bd4b25bd8d
HVAC Pro,Johnson Controls,Software Application,"AS-EXP100-0, AS-FHI100-0, AS-PHX200-0, AS-PHX600-0",Not Specified,Building Automation and Controls,800a2ea6965b82d09e70e9e631e57f3cf28e63f0
GX-9100,Metasys,"Field Device, Software Application, Supervisory Device",Not Specified,Not Specified,Building Automation and Controls,dae63ae5b80e447bd6885be74ee9ff9aca6120e9
H-3610 Duct Mounted Humidity Controller,Johnson Controls,Humidity Sensor,"H-3610-1001, H-3610-1002, H-3610-601",Not Specified,Building Automation and Controls,23c7887e9888ee9495380b9d27f54b574e2d05a2
H-4100 Pneumatic Room Humidistat,Johnson Controls,Humidity Sensor,"H-4100-201, H-4100-203",Not Specified,Building Automation and Controls,bfcbb25efa8efa7946ee10b2675636c7f11a61a2
H-5100 Pneumatic Room Humidity Transmitter,Johnson Controls,"Humidity Sensor, Humidity Transmitter","H-5100-201, H-5100-202",Not Specified,Building Automation and Controls,5a55ac9e29d26e6fe38e014a0c67a71ec8d1b861
H-5100 Humidity Transmitter,Johnson Controls,Humidity Sensor,Not Specified,Not Specified,Building Automation and Controls,bc86bda8ccbf5df83b3e2d60b3740ca3dc8101d5
H-5100,Johnson Controls,Humidity Sensor,Not Specified,Not Specified,Building Automation and Controls,37aed8273a857074e0cc8e9fd8c5ff13278582e4
H-5100 Pneumatic Duct Humidity Transmitter,Johnson Controls,Humidity Transmitter,H-5210-1001,Not Specified,Building Automation and Controls,02f24b1b95c21d381e9be0dfbc55edb0a399dd6e
H-5500 Pneumatic Humidity Indicator,Johnson Controls,Humidity Sensor,"H-5500-1002, H-5500-1003, H-5500-1005, H-5502-1003, H-5502-1004",Not Specified,Building Automation and Controls,f22a59f4029796be8c12866d76783fda5d8dc743
H-5502 Pneumatic Humidity Indicator,Johnson Controls,Humidity Sensor,H-5500-1002,Not Specified,Building Automation and Controls,4b158b36ad9c4426d18c5b7d211c1710fec37b64
HC-6100 Cybertronic Humidity Controller,Johnson Controls,Humidity Sensor,Not Specified,Not Specified,Building Automation and Controls,4dc139fd7c7523665f8a14478a12d06b3c7756bd
