topic_title,document_title,document_number,document_part_number,document_version,document_revision,document_type,document_lang,document_created_at,document_last_edition,document_last_publication,document_revised_modified,document_link,brand,product_category,product_code,product_series,business,maps_link,breadcrumb,product_name
AcuAir Quantum LX O Service - Ver. 3.0x,AcuAir Quantum LX O Service - Ver. 3.0x,090.512-O,Not Specified,2007-03 ,2007-03 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/9_HH3Bd1pLz6~0leTKMqug,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,AcuAir
AcuAir Quantum LX O Service - Ver. 3.0x,AcuAir Quantum LX O Service - Ver. 3.0x,090.512-O,Not Specified,2007-03 ,2007-03 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/9_HH3Bd1pLz6~0leTKMqug,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum LX
AcuAir Sanitary Series SPC,AcuAir Sanitary Series SPC,210.220-SPC1,Not Specified,Not Specified,2017-02,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/_IChvzNomcZSOVBVmoKmPQ,FRICK,Hygienic Air Handler,"YC-AA-S-40, YC-AA-S-70, YC-AA-S-20, YC-AA-S-50, YC-AA-S-15, YC-AA-S-30, YC-AA-S-10, YC-AA-S-60, YC-AA-S-80, YC-AA-S-07",Not Specified,Industrial Refrigeration,None,,AcuAir
AcuAir Sanitary Series SPC,AcuAir Sanitary Series SPC,210.220-SPC1,Not Specified,Not Specified,2017-02,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/_IChvzNomcZSOVBVmoKmPQ,FRICK,Hygienic Air Handler,"YC-AA-S-40, YC-AA-S-70, YC-AA-S-20, YC-AA-S-50, YC-AA-S-15, YC-AA-S-30, YC-AA-S-10, YC-AA-S-60, YC-AA-S-80, YC-AA-S-07",Not Specified,Industrial Refrigeration,None,,Sanitary Series
Compressor Oil Analysis SPC,Compressor Oil Analysis SPC,020.010-SPC,Not Specified,Not Specified,2000-05,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/A5SKXzGMAJQl5Lbgrv4lcw,FRICK,"Compressor, General",Not Specified,Not Specified,Industrial Refrigeration,None,,Compressor Oil
Compressor Oil Specifications,Compressor Oil Specifications,160.802-SPC,Not Specified,Not Specified,2017-05,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/ClbVwU_NiHtKwpEuDwmGww,FRICK,Accessory,Not Specified,Not Specified,Industrial Refrigeration,None,,Compressor Oil
ECC/ECL/ECC-C Evaporative Condensers IOM,ECC/ECL/ECC-C Evaporative Condensers IOM,140.930-IOM,Not Specified,Not Specified,2015-11,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/S4e760i2MT3wbJi~jW7H9A,FRICK,Condenser,"ECC-512, ECC-818, ECC-812, ECC-C-712, ECC-036, ECC-033, ECC-312, ECL-0809, ECL-0412, ECL-0406, ECC-039, ECC-1212, ECC-1218, ECC-1236, ECC-C-718, ECC-1224, ECL-0403, ECL-0812, ECL-0409",Not Specified,Industrial Refrigeration,None,,ECC
ECC/ECL/ECC-C Evaporative Condensers IOM,ECC/ECL/ECC-C Evaporative Condensers IOM,140.930-IOM,Not Specified,Not Specified,2015-11,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/S4e760i2MT3wbJi~jW7H9A,FRICK,Condenser,"ECC-512, ECC-818, ECC-812, ECC-C-712, ECC-036, ECC-033, ECC-312, ECL-0809, ECL-0412, ECL-0406, ECC-039, ECC-1212, ECC-1218, ECC-1236, ECC-C-718, ECC-1224, ECL-0403, ECL-0812, ECL-0409",Not Specified,Industrial Refrigeration,None,,ECL
ECH Evaporative Condensers IOM,ECH Evaporative Condensers IOM,140.910-IOM,Not Specified,Not Specified,2013-12,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/qlEeuCxCzkI5PQ8Ra4tKVw,FRICK,Condenser,"ECH-809, ECH-1212, CH-2424, ECH-1224, ECH-2629, ECH-806, ECH-1218, ECH-2412, ECH-812, ECH-1236, ECH-2614",Not Specified,Industrial Refrigeration,None,,ECH
ECOSS Evaporative Condenser IOM,ECOSS Evaporative Condenser IOM,140.010-IOM,Not Specified,Not Specified,2018-04,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/zffpArL5~jU9RscIs5dREQ,FRICK,Condenser,"IDSC 1018, IDSC 1236, IDSC 2412, IDSC 2418, IDSC 2436, IDSC 1218, IDSC 1224, IDSC 1036, IDSC 1024, IDSC 1212, IDSC 2424, IDSC 1012",Not Specified,Industrial Refrigeration,None,,ECOSS
ECOSS Evaporative Condenser IOM,ECOSS Evaporative Condenser IOM,140.010-IOM,Not Specified,Not Specified,2018-04,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/zffpArL5~jU9RscIs5dREQ,FRICK,Condenser,"IDSC 1018, IDSC 1236, IDSC 2412, IDSC 2418, IDSC 2436, IDSC 1218, IDSC 1224, IDSC 1036, IDSC 1024, IDSC 1212, IDSC 2424, IDSC 1012",Not Specified,Industrial Refrigeration,None,,IDSC
ECOSS Evaporative Condenser SG,ECOSS Evaporative Condenser SG,140.010-SG1,Not Specified,Not Specified,2018-06,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/ErhykcS_8nttiV2teOTMOw,FRICK,Condenser,Not Specified,Not Specified,Industrial Refrigeration,None,,ECOSS
"Enchanced, Unit Mounted Solid-State Starter ADV","Enchanced, Unit Mounted Solid-State Starter ADV",100.100-ADV05,Not Specified,Not Specified,2012-11,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/fPQsmgjhepv7LptCtsHWHg,FRICK,Motors and Starters,Not Specified,Not Specified,Industrial Refrigeration,None,,Solid-State Starter
Extended Warranty Programs Plus 3 ADV,Extended Warranty Programs Plus 3 ADV,020.100-ADV1,Not Specified,Not Specified,2018-08,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/7m4JzQ56YwHAAEfa4hXAOg,FRICK,General,Not Specified,Not Specified,Industrial Refrigeration,None,,Not applicable
Extended Warranty Programs Plus 4 ADV,Extended Warranty Programs Plus 4 ADV,020.100-ADV2,Not Specified,Not Specified,2018-08,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/DqvkLfLi9QboQL8ML4Xjrw,FRICK,General,Not Specified,Not Specified,Industrial Refrigeration,None,,Not applicable
Extended Warranty Programs Plus 5 ADV,Extended Warranty Programs Plus 5 ADV,020.100-ADV3,Not Specified,Not Specified,2018-08,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/aYZzCbj4MBIWBuL~EcxpzQ,FRICK,General,Not Specified,Not Specified,Industrial Refrigeration,None,,Not applicable
EZ-Cal High Pressure Cut-Out Test Block and Calibration Kit O,EZ-Cal High Pressure Cut-Out Test Block and Calibration Kit O,160.100-IO,Not Specified,Not Specified,2018-04,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/mSQHzaJGgE3VmEX_ul34_w,FRICK,Accessory,Not Specified,Not Specified,Industrial Refrigeration,None,,EZ-CAL
FRICK Motor-Plus ADV,FRICK Motor-Plus ADV,100.100-ADV04,Not Specified,Not Specified,2011-12,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/Wanp_LArhB3zBJ0qltAUsg,FRICK,Motors and Starters,Not Specified,Not Specified,Industrial Refrigeration,None,,Motor-plus package
Horizontal and Vertical Recirculator Package IOM,Horizontal and Vertical Recirculator Package IOM,120.200-IOM,Not Specified,Not Specified,2016-11,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/p_O9ZfLsO2wIZ6~mizSarw,FRICK,Vessel,Not Specified,Not Specified,Industrial Refrigeration,None,,Horizontal
Horizontal and Vertical Recirculator Package IOM,Horizontal and Vertical Recirculator Package IOM,120.200-IOM,Not Specified,Not Specified,2016-11,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/p_O9ZfLsO2wIZ6~mizSarw,FRICK,Vessel,Not Specified,Not Specified,Industrial Refrigeration,None,,Recirculator
Horizontal and Vertical Recirculator Package IOM,Horizontal and Vertical Recirculator Package IOM,120.200-IOM,Not Specified,Not Specified,2016-11,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/p_O9ZfLsO2wIZ6~mizSarw,FRICK,Vessel,Not Specified,Not Specified,Industrial Refrigeration,None,,Vertical
IDC2 Evaporative Condenser IOM,IDC2 Evaporative Condenser IOM,140.940-IOM,Not Specified,Not Specified,2013-12,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/o9qF~W7adtiS5aYhiH~WPw,FRICK,Condenser,"IDC2-X-1012, IDC2-X-1212, IDC2-X-1218, IDC2-X-0406, IDC2-X-0412, IDC2-X-7409, IDC2-X-7418",Not Specified,Industrial Refrigeration,None,,IDC2
IDCF and IDC3 Evaporative Condenser IOM,IDCF and IDC3 Evaporative Condenser IOM,140.960-IOM,Not Specified,Not Specified,2018-02,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/k1dw~_kKSQoKhtZVgyilEg,FRICK,Condenser,"IDCF-2420, IDC3-0412, IDCF-0412, IDC3-1212, IDCF-2418, IDC3-2418, IDCF-1240, IDC3-1024, IDCF-1212, IDC3-2424, IDC3-1218, IDCF-1236, IDCF-0709, IDCF-2412, IDC3-2436, IDCF-2440, IDCF-1024, IDC3-0406, IDC3-0709, IDC3-1236, IDCF-0406, IDCF-1220, IDC3-0718, IDC3-2012, IDCF-0718, IDCF-1218, IDCF-2436, IDC3-1012, IDCF-2012, IDC3-2412, IDCF-2424, IDCF-1012, IDC3-1224, IDCF-1224",Not Specified,Industrial Refrigeration,None,,IDC3
IDCF and IDC3 Evaporative Condenser IOM,IDCF and IDC3 Evaporative Condenser IOM,140.960-IOM,Not Specified,Not Specified,2018-02,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/k1dw~_kKSQoKhtZVgyilEg,FRICK,Condenser,"IDCF-2420, IDC3-0412, IDCF-0412, IDC3-1212, IDCF-2418, IDC3-2418, IDCF-1240, IDC3-1024, IDCF-1212, IDC3-2424, IDC3-1218, IDCF-1236, IDCF-0709, IDCF-2412, IDC3-2436, IDCF-2440, IDCF-1024, IDC3-0406, IDC3-0709, IDC3-1236, IDCF-0406, IDCF-1220, IDC3-0718, IDC3-2012, IDCF-0718, IDCF-1218, IDCF-2436, IDC3-1012, IDCF-2012, IDC3-2412, IDCF-2424, IDCF-1012, IDC3-1224, IDCF-1224",Not Specified,Industrial Refrigeration,None,,IDCF
LazerWeld Plate Heat Exchangers ADV - Backwash,LazerWeld Plate Heat Exchangers ADV - Backwash,190.210-ADV07,Not Specified,Not Specified,2015-11,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/Gr8sC6pFvuqNdanDnG_pFA,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LaZerWeld Plate Heat Exchangers ADV - Chlorides Tip,LaZerWeld Plate Heat Exchangers ADV - Chlorides Tip,190.210-ADV01,Not Specified,Not Specified,2015-11,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/Sx7T60r8LBkFO~8LQVzk0w,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers ADV - Exclusive Features,LazerWeld Plate Heat Exchangers ADV - Exclusive Features,190.210-ADV02,Not Specified,Not Specified,2015-11,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/6nOs3hEHDK2JUp1ovy~I3Q,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers ADV - Gasket,LazerWeld Plate Heat Exchangers ADV - Gasket,190.210-ADV11,Not Specified,Not Specified,2017-06,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/OsGrxnfkzMgC5wDzPgY~eA,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers ADV - Heat Recovery,LazerWeld Plate Heat Exchangers ADV - Heat Recovery,190.210-ADV05,Not Specified,Not Specified,2012-12,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/7ag2zWSJFO6cF11gW645Mw,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers ADV - LZW 360 and LZW 800,LazerWeld Plate Heat Exchangers ADV - LZW 360 and LZW 800,190.210-ADV12,Not Specified,Not Specified,2017-08,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/FDAR~xWdxOliTpHGmIPHDA,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers ADV - LZW-650,LazerWeld Plate Heat Exchangers ADV - LZW-650,190.210-ADV04,Not Specified,Not Specified,2012-07,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/tu8d9ixV4SDO1g5d3cA7aQ,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers ADV - Plate and Heat Exchnager Technology,LazerWeld Plate Heat Exchangers ADV - Plate and Heat Exchnager Technology,190.210-ADV06,Not Specified,Not Specified,2013-03,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/af5UDCV1M6x30u_niM3RTg,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers ADV - PLW Fluid Chiller,LazerWeld Plate Heat Exchangers ADV - PLW Fluid Chiller,190.210-ADV10,Not Specified,Not Specified,2016-06,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/dIw6EPkBYA9P_FKgXx98zA,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers ADV - Recovering Heat,LazerWeld Plate Heat Exchangers ADV - Recovering Heat,190.210-ADV03,Not Specified,Not Specified,2015-11,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/ztCpAkysMee~4NEO98Lk7g,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers ADV - Selection,LazerWeld Plate Heat Exchangers ADV - Selection,190.210-ADV08,Not Specified,Not Specified,2013-01,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/SVHz9aJnyyPjjae52RMXJA,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers ADV - Technology,LazerWeld Plate Heat Exchangers ADV - Technology,190.210-ADV09,Not Specified,Not Specified,2013-10,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/L_AW6lKXyB6B782paDPEbA,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Plate Heat Exchangers IOM,LazerWeld Plate Heat Exchangers IOM,190.200-IOM,Not Specified,Not Specified,2018-03,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/ADS5IYwgo3W2Zj0umFf1Kg,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
LazerWeld Service Request Form,LazerWeld Service Request Form,190.200-FRM,Not Specified,Not Specified,2018-01,Data Form,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/MFFjlsTWydQeDgLDDV~~RQ,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,,LaZerWeld
Low Noise-Smart Series and Inverter Duty Motor ADV,Low Noise-Smart Series and Inverter Duty Motor ADV,100.100-ADV03,Not Specified,Not Specified,2011-03,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/c4YmqLrOOhWGCm2KuHsEag,FRICK,Motors and Starters,Not Specified,Not Specified,Industrial Refrigeration,None,,Inverter Duty Motor
Low Noise-Smart Series and Inverter Duty Motor ADV,Low Noise-Smart Series and Inverter Duty Motor ADV,100.100-ADV03,Not Specified,Not Specified,2011-03,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/c4YmqLrOOhWGCm2KuHsEag,FRICK,Motors and Starters,Not Specified,Not Specified,Industrial Refrigeration,None,,Low Noise-Smart Series
NGC Rotary Screw Compressors IOM (100-450),NGC Rotary Screw Compressors IOM (100-450),070.550-IOM,Not Specified,2016-06 ,2016-06 ,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/FN8LGCm_zaJWAZ_3JfdXnw,FRICK,Compressor,Not Specified,Not Specified,Industrial Refrigeration,None,,NGC
PhD Plus Vibration Monitoring System TB with Quantum HD Unity,PhD Plus Vibration Monitoring System TB with Quantum HD Unity,090.070-TB,Not Specified,2019-10,2019-10,Technical Bulletin,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/NTIf8socvhHmM20ElvLJPw,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD Unity
PowerPac Packaged Chiller Units IOM,PowerPac Packaged Chiller Units IOM,170.600-IOM,Not Specified,Not Specified,2011-06,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/oyUBr6Zj7RV0~2c_WGL6Bg,FRICK,Packaged Chiller Unit,Not Specified,Not Specified,Industrial Refrigeration,None,,PowerPac
Proper Installation of Electronic Equipment,Proper Installation of Electronic Equipment,090.400-SB,Not Specified,2018-01 ,2018-01 ,Service Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/NcijtI27ONkL3jKHYoVhgw,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Not applicable
Quantum HD Control Panel CS - Ver. 10.0x,Quantum HD Control Panel CS - Ver. 10.0x,090.040-CS,Not Specified,2012-03 ,2012-03 ,Communications Setup Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/_y84Gs4OCxwGA7Ap6HvEuA,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD
Quantum HD Control Panel M - Ver. 10.0x,Quantum HD Control Panel M - Ver. 10.0x,090.040-M,Not Specified,2012-05 ,2012-05 ,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/XnfGFDPtacNnlIeAAUM_9Q,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD
Quantum HD Control Panel O - Ver. 10.0x,Quantum HD Control Panel O - Ver. 10.0x,090.040-O,Not Specified,2017-09 ,2017-09 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/61U2Jduzktyve6zPrLI4Xw,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD
Quantum HD Control Panel SPC,Quantum HD Control Panel SPC,090.040-SPC01,Not Specified,2012-02 ,2012-02 ,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/AlSVfobcpvZ1e~OoH~Odsg,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD
"Quantum HD Unity Compressor Control Panel CS - Ver. 10.5x - 11.x, 12.x","Quantum HD Unity Compressor Control Panel CS - Ver. 10.5x - 11.x, 12.x",090.070-CS,Not Specified,2019-06 ,2019-06 ,Communications Setup Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/DgFxcz7B8KtRHLWCO~nbNQ,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD Unity
Quantum HD Unity Compressor Control Panel M - Ver. 10.41,Quantum HD Unity Compressor Control Panel M - Ver. 10.41,090.070-M,Not Specified,2017-05 ,2017-05 ,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/p_x1UeSrzK7Psd6rkA_tQA,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD Unity
Quantum HD Unity Compressor Control Panel O - Ver. 10.40,Quantum HD Unity Compressor Control Panel O - Ver. 10.40,090.070-O,Not Specified,2016-12 ,2016-12 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/jxAUMZX7nSelYvTZrOyuIw,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD Unity
Quantum HD Unity Control Panel SPC01,Quantum HD Unity Control Panel SPC01,090.070-SPC01,Not Specified,2019-08 ,2019-08 ,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/phC55ixYGWSEMkuAWiaRkg,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD Unity
Quantum HD Unity Controls Upgrade Guide,Quantum HD Unity Controls Upgrade Guide,090.070-IB,Not Specified,2018-05 ,2018-05 ,Upgrade Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/a47xf8Rvdyp1v0w3mbmvDg,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantam HD
Quantum HD Unity Controls Upgrade Guide,Quantum HD Unity Controls Upgrade Guide,090.070-IB,Not Specified,2018-05 ,2018-05 ,Upgrade Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/a47xf8Rvdyp1v0w3mbmvDg,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantam LX
Quantum HD Unity Controls Upgrade Guide,Quantum HD Unity Controls Upgrade Guide,090.070-IB,Not Specified,2018-05 ,2018-05 ,Upgrade Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/a47xf8Rvdyp1v0w3mbmvDg,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD Unity
Quantum HD Unity System Controller M — Ver. 10.0x,Quantum HD Unity System Controller M — Ver. 10.0x,090.670-M,Not Specified,2016-03,2016-03,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/Y2DOmA07pXUHmdPycfbvkg,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD Unity
Quantum HD Unity System Controller O — Ver. 10.0x,Quantum HD Unity System Controller O — Ver. 10.0x,090.670-O,Not Specified,2015-08,2015-08,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/Tsu1vYsQ1Ck9B4vtH~HYaA,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD Unity
Quantum HD Unity System Controller SPC02,Quantum HD Unity System Controller SPC02,090.070-SPC02,Not Specified,2018-01 ,2018-01 ,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/PwQcPNcmyoo1kuK0mXlsvg,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum HD Unity
Quantum LX Condenser/Vessel CS - Ver. 3.0x,Quantum LX Condenser/Vessel CS - Ver. 3.0x,090.560-CS,Not Specified,2011-08 ,2011-08 ,Communications Setup Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/RIi49lFdOI5gkAXE9agmQw,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum LX
Quantum LX Condenser/Vessel M - Ver. 3.0x,Quantum LX Condenser/Vessel M - Ver. 3.0x,090.560-M,Not Specified,2008-03 ,2008-03 ,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/DCwFo~l8VeHChVdS6sbwIQ,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum LX
Quantum LX Condenser/Vessel O - Session Level 2 Ver. 3.0x,Quantum LX Condenser/Vessel O - Session Level 2 Ver. 3.0x,090.562-O,Not Specified,2008-03 ,2008-03 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/ntyckc9zgBPqPwZiNh0J7g,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum LX
Quantum LX Condenser/Vessel O - Ver. 3.0x,Quantum LX Condenser/Vessel O - Ver. 3.0x,090.560-O,Not Specified,2015-04 ,2015-04 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/R~jE0xczsDTp5MtMFZBvxw,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum LX
