product_name,product_brand,product_category,product_code,product_series,product_part_number,business
N-6800 Electro-Pneumatic Transducer,Johnson Controls,Transducer,N-6800,Not Specified,24-4695-5,Building Automation and Controls
N-6810 Electro-Pneumatic Transducer,Johnson Controls,Transducer,N-6810,Not Specified,24-4696-18,Building Automation and Controls
N-6820 Electro-Pneumatic Transducer,Johnson Controls,Transducer,N-6820,Not Specified,Not Specified,Building Automation and Controls
NS Series Network Sensor,Johnson Controls,Network Sensor,NS-DTN7043-0,Not Specified,24-10336-0,Building Automation and Controls
P-5217 Static Pressure Transmitter,Johnson Controls,Transmitter,P-5217-5,Not Specified,24-4635-3,Building Automation and Controls
R-2080 Booster Relay,Johnson Controls,Accessory,R-2080-1,Not Specified,24-4698-9,Building Automation and Controls
R-317 Air Flow Controller,Johnson Controls,Air Flow Controller,R-317-1,Not Specified,24-4660-1,Building Automation and Controls
T-3100 Thermostat,Johnson Controls,Temperature and Pressure Thermostat,Not Specified,Not Specified,24-4703-1,Building Automation and Controls
T-3200 Temperature and Pressure Thermostat,Johnson Controls,Temperature and Pressure Thermostat,Not Specified,Not Specified,24-4703-1,Building Automation and Controls
T-3300 Temperature and Pressure Thermostat,Johnson Controls,Temperature and Pressure Thermostat,Not Specified,Not Specified,24-4703-1,Building Automation and Controls
TE-6000 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-6000,Not Specified,24-4034-26,Building Automation and Controls
TE-7800 One-to-One Wireless Room Temperature Sensing System,Johnson Controls,Wireless Sensor,TE-7800,Not Specified,24-10139-8,Building Automation and Controls
WRS Many-to-One Wireless Room Sensing System,Johnson Controls,Wireless Sensor,WRS-TTP0000-0,Not Specified,24-10126-19,Building Automation and Controls
YCAV,YORK,Screw Air Cooled,Not Specified,Not Specified,Not Specified,Chillers
YVAA,YORK,Screw Air Cooled,Not Specified,Not Specified,Not Specified,Chillers
YVWA,YORK,Screw Air Cooled,Not Specified,Not Specified,Not Specified,Chillers
ELP-Series IP,Exacq,Network Video Recorder,Not Specified,ELP,Not Specified,Not Specified
TM,YORK,Centrifugal,Not Specified,Not Specified,Not Specified,Chillers
AC2000,CEM Systems,Software,Not Specified,Not Specified,A2SE7.1‐IG‐0248‐1,Access Control
AC2000,CEM Systems,Software,Not Specified,Not Specified,A2SE7.1-IG-0253-1,Access Control
AC2000,CEM Systems,Software,Not Specified,Not Specified,A2SE7.1‐IG‐0252‐1,Access Control
TEC-Wallplate,Johnson Controls,"Fan Coil Thermostat, Network Thermostat, Wireless Thermostat",TEC-WALLPLT,Not Specified,24-10859-2,Building Automation and Controls
4006 Fire Alarm Control Unit,Simplex,Fire Alarm Control Unit,Not Specified,Not Specified,Not Specified,Not Specified
AC2000,CEM Systems,Software,Not Specified,Not Specified,A2SE7.1‐CG‐0255‐1,Access Control
Security Control Panel,Johnson Controls,Control Panel,"SPH10000-1H00, CKM-FPO75, SPE10000-1H00",Not Specified,Not Specified,Building Automation and Controls
Security Control Panel,Johnson Controls,Control Panel,"SPF1I100-1I00, CKM-FPO75, SPF10000-1I00",Not Specified,Not Specified,Building Automation and Controls
Security Control Panel,Johnson Controls,Control Panel,"SPF1I300-1J00, CKM-FPO150",Not Specified,Not Specified,Building Automation and Controls
Security Control Panel,Johnson Controls,Control Panel,"SPA10000-1A10, SPC10000-1A10, SPB10000-1A10, SPA1B100-1A10",Not Specified,Not Specified,Building Automation and Controls
Security Control Panel,Johnson Controls,Control Panel,"SPA1B200-1B10, SPA1B100-1B10",Not Specified,Not Specified,Building Automation and Controls
Security Control Panel,Johnson Controls,Control Panel,"SPA1B100-1C10, SPA1B200-1C10, SPA1B300-2C10",Not Specified,Not Specified,Building Automation and Controls
Security Control Panel,Johnson Controls,Control Panel,"SPA1B100-1D10, SPA1B300-2D10, SPA1B400-2D10, SPA1B200-1D10",Not Specified,Not Specified,Building Automation and Controls
Security Control Panel,Johnson Controls,Control Panel,"SPA1B800-3E10, SPA1B400-2E10, SPA1B600-3E10",Not Specified,Not Specified,Building Automation and Controls
AC2000,CEM Systems,Software,Not Specified,Not Specified,A2SE7.1‐ADV‐0256‐1,Access Control
TMZ1600 Room Sensor,Johnson Controls,Room Sensor,AP-TMZ1600,Not Specified,24-8910-7,Building Automation and Controls
C-2040 Averaging Cumulator,Johnson Controls,Cumulator,C-2040-1,Not Specified,Not Specified,Building Automation and Controls
C-2220 High-Low Pressure Selector,Johnson Controls,Cumulator,C-2220,Not Specified,Not Specified,Building Automation and Controls
C-7355 7-Day Time Clock,Johnson Controls,Time Clock,Not Specified,Not Specified,24-7664-427,Building Automation and Controls
CD-W00-x0-2 CO2 and Temperature Transmitter,Johnson Controls,CO2 Sensor/Transmitter,CD-W00-00-2,Not Specified,24-10864-11,Building Automation and Controls
CSD Series Command Relay,Johnson Controls,Current Device,CR-01200-0,Not Specified,24-10345-50,Building Automation and Controls
CSD Series Current Device,Johnson Controls,Current Device,CSD-SA1E0-1,Not Specified,24-10345-18,Building Automation and Controls
CSD Series Current Device,Johnson Controls,Current Device,CSD-SA1E1-1,Not Specified,24-10345-26,Building Automation and Controls
CSD Series Current Device,Johnson Controls,Current Device,CSD-CA1G0-1,Not Specified,24-10345-34,Building Automation and Controls
CSD Series Current Device,Johnson Controls,Current Device,CSD-CA1G1-1,Not Specified,24-10345-42,Building Automation and Controls
CSD Series Current Device,Johnson Controls,Current Device,CSD-CA1G1-1,Not Specified,Not Specified,Building Automation and Controls
CTD Series Current Transducer Device,Johnson Controls,"Current Device, Transducer",CTD-C1G00-1,Not Specified,24-10345-69,Building Automation and Controls
DPT-2015 Differential Pressure Transmitter,Johnson Controls,Transmitter,DPT-2015-0,Not Specified,24-7547-18,Building Automation and Controls
H-3610 Duct Humidity Controller,Johnson Controls,Humidity Sensor,H-3610,Not Specified,Not Specified,Building Automation and Controls
H-5210 Pneumatic Duct Humidity Transmitter,Johnson Controls,Humidity Transmitter,H-5210,Not Specified,24-4432-5,Building Automation and Controls
TrueRH HE-67xx Humidity Element,Johnson Controls,"Humidity Sensor, Temperature Sensor",HE-67N2-0N0GS,Not Specified,24-9462-0,Building Automation and Controls
Hx-68P3 Outdoor Relative Humidity Transmitter,Johnson Controls,"Humidity Transmitter, Temperature Transmitter",HE-68P3-0N000,Not Specified,24-9647-10,Building Automation and Controls
NS Series CO2 Network Sensor,Johnson Controls,"CO2 Sensor/Transmitter, Network Sensor",NS-BCN7004-0,Not Specified,24-10424-6,Building Automation and Controls
NS Series Network Sensor,Johnson Controls,Network Sensor,NS-FTN7003-0,Not Specified,24-4034-263,Building Automation and Controls
NS Series Network Sensor,Johnson Controls,Network Sensor,NS-ATB7F03-0,Not Specified,24-10094-76,Building Automation and Controls
OLS-2100 Occupancy Light Switch,Johnson Controls,Occupancy Sensor,OLS-2100-1,Not Specified,24-7691-25,Building Automation and Controls
P-3800 Reset Volume Controller,Johnson Controls,Air Flow Controller,P-3800-1,Not Specified,24-7570-9,Building Automation and Controls
P-5210 Pneumatic Pressure Transmitter,Johnson Controls,Transmitter,P-5210-1001,Not Specified,24-4331-0,Building Automation and Controls
P-5215 Differential Pressure Transmitter,Johnson Controls,Transmitter,P-5215-6,Not Specified,24-3281-3,Building Automation and Controls
R-3180 Differential Pressure Controller,Johnson Controls,Room Pressure Controller,Not Specified,Not Specified,24-7349-2,Building Automation and Controls
R-3710 Series Restrictors,Johnson Controls,Accessory,"R-3710-3105, R-3710-2007, R-3710-2005, R-3710-3007, R-3710-3005, R-3710-3107, R-3710-2010",Not Specified,24-4947-0,Building Automation and Controls
R-4000 Miniature Pressure Regulator,Johnson Controls,Accessory,R-4000-100,Not Specified,94-472-0,Building Automation and Controls
S-2300 Pneumatic Selector Switch,Johnson Controls,Switch,S-2300-1,Not Specified,24-7150-9,Building Automation and Controls
SEN-600-1 Remote Indoor Temperature Sensor,Johnson Controls,Temperature Sensor,"SEN-600-4, SEN-600-1",Not Specified,24-9954-7,Building Automation and Controls
SEN-600-4 Remote Indoor Temperature Sensor,Johnson Controls,Temperature Sensor,"SEN-600-4, SEN-600-1",Not Specified,24-9954-7,Building Automation and Controls
T-5210 Pneumatic Temperature Transmitter,Johnson Controls,Pneumatic Temperature Transmitter,T-275-100,Not Specified,24-3910-0,Building Automation and Controls
T-5800 Receiver-Controller,Johnson Controls,Transmitter,Not Specified,Not Specified,24-4866-5,Building Automation and Controls
T-5800 Receiver-Controller,Johnson Controls,Transmitter,"T-5800-1, T-5800-2",Not Specified,24-7028-6,Building Automation and Controls
T-5800 Receiver-Controller,Johnson Controls,Transmitter,T-5800-3,Not Specified,24-7029-0,Building Automation and Controls
T2000 Fan Coil Thermostat,Johnson Controls,Fan Coil Thermostat,"T2000ACC-0C0, T2000ECF-0C0, T2000ECC-0C0, T2000ACF-0C0",Not Specified,24-9902-18,Building Automation and Controls
TE-6100 Temperature Sensor and Hardware Assembly,Johnson Controls,Temperature Sensor,TE-6100,Not Specified,24-4034-42,Building Automation and Controls
TE-6300 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-6315M-1,Not Specified,24-4034-174,Building Automation and Controls
TE-6300 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-6300A,Not Specified,24-4034-247,Building Automation and Controls
TE-6300 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-6300F,Not Specified,24-4034-255,Building Automation and Controls
TE-6300 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-6300M,Not Specified,24-4034-166,Building Automation and Controls
TE-6300 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-6300M,Not Specified,24-4034-182,Building Automation and Controls
TE-6300 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-6300P,Not Specified,24-4034-190,Building Automation and Controls
TE-6300 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-6300P,Not Specified,24-4034-107,Building Automation and Controls
TE-6300 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-6300P,Not Specified,24-4034-204,Building Automation and Controls
TE-6300 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-6300V,Not Specified,24-4034-220,Building Automation and Controls
TE-637DP-1 Duct Temperature Sensor,Johnson Controls,Temperature Sensor,TE-637DP-1,Not Specified,24-9278-3,Building Automation and Controls
TE-6300 Temperature Sensor,Johnson Controls,Temperature Sensor,TE-63xS,Not Specified,24-4034-239,Building Automation and Controls
TE-6700 Temperature Element,Johnson Controls,Temperature Sensor,TE-6700,Not Specified,24-7701-209,Building Automation and Controls
TE730 Temperature Sensor,Johnson Controls,Temperature Sensor,1215,Not Specified,24-10674-0,Building Automation and Controls
TM-11x1 Room Temperature Module,Johnson Controls,Temperature Module,TM-1141-0000,Not Specified,24-10225-4,Building Automation and Controls
TrueInsight Remote Service Overview and Hardware Reference,Simplex,Accessories,Not Specified,Not Specified,Not Specified,Not Specified
TrueRH HC-67x3 Humidity Controller,Johnson Controls,Humidity Sensor,HC-6703-4N00W,Not Specified,24-7701-179,Building Automation and Controls
TrueRH HE-67xx Humidity Element,Johnson Controls,"Humidity Sensor, Temperature Sensor",Not Specified,Not Specified,24-7701-195,Building Automation and Controls
TrueRH HE-67xx Humidity Element,Johnson Controls,"Humidity Sensor, Temperature Sensor",HE-67N2-0N0GS,Not Specified,24-9591-5,Building Automation and Controls
TrueRH HL-67x5 Humidity Device,Johnson Controls,"Humidity Sensor, Temperature Sensor",HH-6705-9N0GP,Not Specified,24-7701-136,Building Automation and Controls
TrueRH HH-6705 Duct Humidistat,Johnson Controls,Humidity Sensor,HH-6705-9N0GP,Not Specified,Not Specified,Building Automation and Controls
Temperature Sensor,Johnson Controls,Humidity Sensor,HL-67N5-8N00P,Not Specified,24-7701-128,Building Automation and Controls
M9000,Johnson Controls,Accessories,Not Specified,Not Specified,Not Specified,Building Automation and Controls APAC
VG1000,Johnson Controls,Accessories,Not Specified,Not Specified,Not Specified,Building Automation and Controls APAC
WRS Many-to-One Wireless Room Sensing System,Johnson Controls,Wireless Sensor,WRS-SST-100,Not Specified,24-10139-16,Building Automation and Controls
D-3031,Johnson Controls,Pneumatic Actuator,"D-3031-100, D-3031-4, D-3031-102, D-3031-3, D-3031-10, D-3031-18, D-3031-101",Not Specified,34-175-2,Building Automation and Controls
Damper Actuator,Johnson Controls,Pneumatic Actuator,"D-3031-100, D-3031-4, D-3031-102, D-3031-3, D-3031-10, D-3031-18, D-3031-101",Not Specified,34-175-2,Building Automation and Controls
M9104-AGx-2N,Johnson Controls,Electric Actuator,"M9104-AGA-2NT1D, M9104-AGS-2NG, M9104-AGA-2N, M9104-AGA-2ND, M9104-AGA-2NTD, M9104-AGx-2N, M9104-AGS-2ND, M9104-AGA-2NT, M9104-AGS-2N",Not Specified,34-636-631,Building Automation and Controls
M9106-AGx-2NOx,Johnson Controls,Electric Actuator,"M9106-AGA-2N01M, M9106-AGA-2NT2D, M9106-AGA-2N01, M9106-AGA-2NT2, M9106-AGS-2N03, M9106-AGA-2N02D, M9106-AGA-2NT3D, M9106-AGS-2N02D, M9106-AGA-2N01D, M9106-AGA-2N02, M9106-AGS-2N02",Not Specified,34-636-1077,Building Automation and Controls
P-3610,Johnson Controls,Accessories,P-3610-1,Not Specified,Not Specified,Building Automation and Controls
P-7100,Johnson Controls,Accessories,P-7100-1,Not Specified,24-4661-6,Building Automation and Controls
VA-7010,Johnson Controls,Electric Actuator,"VG5240EC+7010G, VA-7100-8003, VG5840MC+7010S, VG5240JC+7010G, VG5270BC+7010D, VG5270MC+7010S, VG5440EC+7010F, VG5270CC+7010D, VG5470CC+7010A, VG5470FC+7010F, VG5840KC+7010D, VG5440CC+7010A, VG4240FC+7010G, VG5240EC+7010S, VG5470JC+7010S, VG5240DC+7010A, VG5240CC+7010S, VG5470DC+7010A, VG5270DC+7010S, VG5470LC+7010D, VG4870GC+7010A, VG5240EC+7010F, VG5270KC+7010D, VG5470KC+7010G, VG5840JC+7010G, VG5240MC+7010G, VG5270DC+7010G, VG5870EC+7010G, VG5840CC+7010S, VG4840FC+7010A, VG5440FC+7010S, VG5470EC+7010D, VG4870FC+7010G, VG5840EC+7010S, VG4440FC+7010G, VG5470KC+7010F, VG5440KC+7010A, VA-7010-8006, VG4870GC+7010G, VG5840DC+7010D, VG5470EC+7010F, VG5470EC+7010S, VG5840MC+7010A, VG5440CC+7010G, VG5440HC+7010D, VG5270BC+7010G, VG5470HC+7010D, VG5840DC+7010G, VG5870MC+7010A, VG5470MC+7010G, VG5440MC+7010G, VG4440GC+7010G, VG5240KC+7010D, VG5440JC+7010S, VG5470HC+7010S, VG5870MC+7010F, VA-7010-8003, VG5440EC+7010G, VG5270DC+7010F, VG4840GC+7010A, VG5240CC+7010A, VG5240JC+7010F, VG5270CC+7010F, VG5240MC+7010D, VG5470HC+7010A, VG5840KC+7010S, VG5270EC+7010A, VG5870KC+7010F, VG5840CC+7010D, VG5870MC+7010G, VG4870FC+7010A, VG5240KC+7010F, VG5270MC+7010D, VG5440LC+7010F, VG4270GC+7010G, VG5440MC+7010D, VG4270FC+7010A, VG5470DC+7010D, VG4470GC+7010A, VG5840JC+7010A, VG5440JC+7010G, VG5470FC+7010G, VG5270BC+7010F, VG5240JC+7010A, VG5840MC+7010F, VG5270LC+7010D, VG5240MC+7010A, VG5440FC+7010F, VG5440HC+7010S, VG5840DC+7010F, VG4240FC+7010A, VG5470FC+7010D, VG5840JC+7010D, VG5270EC+7010D, VG5440DC+7010A, VG5440LC+7010D, VG5470DC+7010F, VG5440EC+7010A, VG4240GC+7010G, VG4840FC+7010G, VG5440MC+7010S, VG5870KC+7010D, VG5440DC+7010F, VG5470EC+7010G, VG5470LC+7010S, VG5240CC+7010D, VG4270GC+7010A, VG5840MC+7010G, VG5270KC+7010S, VG5440JC+7010D, VG5470JC+7010A, VG5470JC+7010G, VG5270BC+7010A, VG5470MC+7010F, VG5470EC+7010A, VG5870EC+7010A, VG5470LC+7010F, VG5840CC+7010A, VG5270KC+7010F, VG5270JC+7010G, VG5240CC+7010G, VG5440FC+7010D, VG5470JC+7010F, VG5240MC+7010F, VG5270MC+7010G, VG5440MC+7010F, VG5440HC+7010A, VG5470JC+7010D, VG5440FC+7010G, VG4270FC+7010G, VG5470MC+7010A, VG5440DC+7010S, VG5440KC+7010S, VG4470GC+7010G, VG5270JC+7010D, VG5470MC+7010S, VG5270LC+7010A, VA-7102-8001, VG5870KC+7010G, VG5240DC+7010G, VG5270LC+7010S, VG5440JC+7010F, VG5840KC+7010A, VG5440JC+7010A, VG5470KC+7010D, VG5840DC+7010S, VG5840DC+7010A, VG5270DC+7010A, VG5270MC+7010A, VA-7100-8001, VG4840GC+7010G, VG5270MC+7010F, VG5440EC+7010D, VG5470KC+7010S, VG5440HC+7010G, VG5470CC+7010S, VG5840CC+7010G, VG5440KC+7010F, VG4470FC+7010A, VG4240GC+7010A, VG5270CC+7010S, VG5470LC+7010A, VG5840EC+7010A, VG5240DC+7010D, VG5240KC+7010A, VG5240EC+7010A, VG5470HC+7010F, VG5840MC+7010D, VG5270CC+7010A, VG5440LC+7010A, VG5240KC+7010S, VG5440KC+7010D, VG5270CC+7010G, VG5440LC+7010S, VG5870MC+7010D, VG5440EC+7010S, VG4440FC+7010A, VG5270JC+7010S, VG5240MC+7010S, VG5440CC+7010S, VG5840EC+7010F, VG5470CC+7010D, VG5470MC+7010D, VG5270LC+7010G, VG5470CC+7010G, VG5840JC+7010F, VG5840KC+7010F, VG5270DC+7010D, VG5270EC+7010G, VG5270LC+7010F, VG5240CC+7010F, VG5440CC+7010D, VG4470FC+7010G, VG5440CC+7010F, VA-7010-8002, VG5840JC+7010S, VG5440LC+7010G, VA-7010-8001, VG5840EC+7010G, VG5470HC+7010G, VG5870MC+7010S, VG5470LC+7010G, VG5440DC+7010D, VG5270BC+7010S, VG5840KC+7010G, VG5470DC+7010G, VG5440DC+7010G, VG5270JC+7010F, VG5440MC+7010A, VG5470KC+7010A, VG5470CC+7010F, VG5270KC+7010G, VG5440FC+7010A, VG5440HC+7010F, VG5240DC+7010S, VG5240KC+7010G, VG5840EC+7010D, VG5470FC+7010A, VG5470DC+7010S, VG5270EC+7010S, VG5870EC+7010D, VG5870KC+7010A, VG5240JC+7010D, VG5440KC+7010G, VG5240EC+7010D, VG5270EC+7010F, VG5270JC+7010A, VG5470FC+7010S, VG5870KC+7010S, VG5270KC+7010A, VG5870EC+7010F, VG5870EC+7010S, VG4440GC+7010A, VG5840CC+7010F, VG5240DC+7010F",Not Specified,Not Specified,Building Automation and Controls
VA-720x,Johnson Controls,Electric Actuator,"VA-7200-IND2, VA-7200-IND1, VA-7200-1001D, VA-7202-8101, VA-7200-8923, VA-7202-8201, VA-7203-1001, VA-7202-1001P, VA-7200-1001, VA-7200-8920, VA-7202-1001+M, VA-7203-5001S, VA-7202-8201+M, VA-7200-1001+M, VA-7203-5001, VA-7202-1001",Not Specified,Not Specified,Building Automation and Controls
VA-7450,Johnson Controls,Electric Actuator,"VG5870KC+7452G, VG5240CC+7450G, VG5840CC+7452G, VG5870KC+7450G, VG5270KC+7450G, VG5840JC+7452G, VG5870MC+7452G, VG5270KC+7452G, VG5240MC+7450G, VG5270EC+7450G, VG5240DC+7452G, VG4270GC+7450G, VG5270MC+7450G, VG4840FC+7452G, VG5870MC+7450G, VG5270EC+7452G, VG4870FC+7452G, VG5240KC+7450G, VG4240GC+7450G, VG5840DC+7450G, VG5840EC+7450G, VG5840CC+7450G, VG5270DC+7450G, VG5270JC+7452G, VG5270DC+7452G, VG4870GC+7452G, VG5840DC+7452G, VG5840MC+7452G, VG4240FC+7450G, VG4840FC+7450G, VG5840JC+7450G, VG5240MC+7452G, VG5870EC+7450G, VG4870GC+7450G, VG4270GC+7452G, VG5840KC+7450G, VG5270BC+7450G, VA-7450, VG5270MC+7452G, VG5270LC+7452G, VG4240FC+7452G, VG5240CC+7452G, VG4840GC+7450G, VG5270CC+7452G, VA-7452-90011, VG4270FC+7450G, VG5240JC+7452G, VG5840KC+7452G, VA-7450-10011, VG5240DC+7450G, VG5240JC+7450G, VG5270JC+7450G, VG5870EC+7452G, VG4240GC+7452G, VG5240EC+7450G, VG5270LC+7450G, VG5840MC+7450G, VG5240KC+7452G, VG5270BC+7452G, VG5840EC+7452G, VG4840GC+7452G, VG4270FC+7452G, VG5270CC+7450G, VG5240EC+7452G",Not Specified,34-636-771,Building Automation and Controls
VA-8020,Johnson Controls,Electric Actuator,"VA-8020-1, VA-8000-101",Not Specified,Not Specified,Building Automation and Controls
VA9203-AGx-2Z,Johnson Controls,Electric Actuator,"VA9203-AGB-BRZ, VA9203-AGA-1Z, VA9203-AGA-BRZ, VA9203-AGA-2ZD, VA9203-AGB-2ZD, VA9203-AGx-2Z, VA9203-AGB-1Z, VA9203-AGB-2Z, VA9203-AGA-2Z",Not Specified,14-1380-8,Building Automation and Controls
Air Valve,Johnson Controls,Other Valves and Actuators,"VGA8B2GT+3008E, VGA8C2GT+3008E, VGA8A2GT+3008E",Not Specified,14-880-192,Building Automation and Controls
VGA Series,Johnson Controls,Other Valves and Actuators,"VGA8B2GT+3008E, VGA8C2GT+3008E, VGA8A2GT+3008E",Not Specified,14-880-192,Building Automation and Controls
AD-1253 Aluminum Electronic Airflow Measuring System,Johnson Controls,Air Measuring System,"AOTEA, AOTEG, APTEB, APTEG, APTSB, APTEA, RAAddN, APTEF, AOTEF, APTEN, AOTSG, AOTSA, AOTSB, AOTSN, APTSF, APTSG, APTSA, AOTEN, AOTEB, AOTSF, APTSN",Not Specified,Not Specified,Building Automation and Controls
AD-1253 Aluminum Electronic Airflow Measuring System,Johnson Controls,Air Measuring System,"AOTEA, AOTEG, APTEB, APTEG, APTSB, APTEA, APTEF, AOTEF, APTEN, AOTSG, AOTSA, AOTSB, AOTSN, APTSF, APTSG, APTSA, AOTEN, AOTEB, AOTSF, APTSN",Not Specified,Not Specified,Building Automation and Controls
DMPR-KC250 Manual Locking Quadrant,Johnson Controls,Damper Parts and Accessories,DMPR-KC250,Not Specified,44-598-132,Building Automation and Controls
M9106-xGx-2,Johnson Controls,Electric Actuator,"M9106-AGC-2, M9106-AGF-2, M9106-GGC-2, M9106-GGA-2, M9106-AGA-2, M9106-IGC-2, M9106-IGA-2",Not Specified,34-636-1085,Building Automation and Controls
M9109,Johnson Controls,Electric Actuator,"M9109-AGA-2, M9109-AGC-2, M9109-GGC-2, M9109-GGA-2",Not Specified,34-636-1190,Building Automation and Controls
C-9506 Air Switching Cumulator,Johnson Controls,Cumulator,C-9506,Not Specified,Not Specified,Building Automation and Controls
M9106-GGx-5,Johnson Controls,Electric Actuator,"M9106-AGA-5, M9106-AGC-5",Not Specified,34-636-1336,Building Automation and Controls
MP8000,Johnson Controls,Pneumatic Actuator,MP8000,Not Specified,14-1161-92,Building Automation and Controls
T-3610 Pneumatic Thermostat,Johnson Controls,Pneumatic Thermostat,"T-3610-1002, T-3610-1001, T-3610-1003",Not Specified,24-4306-2,Building Automation and Controls
TM-2100 Series Room Command Module,Johnson Controls,Temperature Module,"TM-2160-0005, TM-2161-0002, TM-2161-0007, TM-2160-0000, TM-2190-0000, TM-2151-0000, TM-2191-0000, TM-2140-0000, TM-2191-0005, TM-2161-0005, TM-2141-0000, TM-2160-0007, TM-2161-0000, TM-2150-0000, TM-2190-0005, TM-2160-0002",Not Specified,24-10225-12,Building Automation and Controls
V-6040,Johnson Controls,Other Valves and Actuators,"V-6040-3, V-6040-1",Not Specified,Not Specified,Building Automation and Controls
VA-8122,Johnson Controls,Electric Actuator,"VA-8122-1, VA-8020-100, VA-8020-605, VA-8020-601",Not Specified,Not Specified,Building Automation and Controls
