topic_title,document_title,document_number,document_part_number,document_version,document_revision,document_type,document_lang,document_created_at,document_last_edition,document_last_publication,document_revised_modified,document_link,brand,product_category,product_code,product_series,business,maps_link,breadcrumb,product_name,product_identifier
"HT, OT & YT Chillers - Discontinuation of PressurePak Enhancement Product (SI0195)","HT, OT & YT Chillers - Discontinuation of PressurePak Enhancement Product (SI0195)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/k~N_wZPR6wlg7ABpW8O~Ww,Johnson Controls,Johnson Controls,Not Specified,Not Specified,Not Specified,None,,OT and YT Chillers,468f94fab1c01759255d65379b128d0a417b5dee
"HT/OT & YT Chillers W/Air-Cooled SSS Mod ""A"", ""B"" & ""C"" (All Mod Levels) (SI0081)","HT/OT & YT Chillers W/Air-Cooled SSS Mod ""A"", ""B"" & ""C"" (All Mod Levels) (SI0081)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/mVJ4XJMuYu~E2eVT4YFRiQ,Johnson Controls,Johnson Controls,Not Specified,Not Specified,Not Specified,None,,HT,76b26d91b29395a67febd4249468adbf2e538b95
"HT/OT & YT Chillers W/Air-Cooled SSS Mod ""A"", ""B"" & ""C"" (All Mod Levels) (SI0081)","HT/OT & YT Chillers W/Air-Cooled SSS Mod ""A"", ""B"" & ""C"" (All Mod Levels) (SI0081)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/mVJ4XJMuYu~E2eVT4YFRiQ,Johnson Controls,Johnson Controls,Not Specified,Not Specified,Not Specified,None,,OT Open Turbopak Centrifugal Liquid Chillers,b46cc69026f4adeb38f8f283bb21a638d3504ce1
"HT/OT & YT Chillers W/Air-Cooled SSS Mod ""A"", ""B"" & ""C"" (All Mod Levels) (SI0081)","HT/OT & YT Chillers W/Air-Cooled SSS Mod ""A"", ""B"" & ""C"" (All Mod Levels) (SI0081)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/mVJ4XJMuYu~E2eVT4YFRiQ,Johnson Controls,Johnson Controls,Not Specified,Not Specified,Not Specified,None,,YT Chillers,e91e90671bd0a2ebf3577038d3996d13fe9406b9
KVS Stepper Valve Replacement Service Information (SI0275),KVS Stepper Valve Replacement Service Information (SI0275),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/RUXgy6KlkVqLUIeRC6HuhQ,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,KVS Stepper Valve,38de8ec2fd48796ef241c388019072223db2857e
Large Tonnage Chillers (excluding Absorption) Leak Checking Heat Exchanger Bundles (SI0203),Large Tonnage Chillers (excluding Absorption) Leak Checking Heat Exchanger Bundles (SI0203),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/RTOgqOyJhBn55gCouwkVyA,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Large Tonnage Chillers excluding Absorption Leak Checking Heat Exchanger Bundles,aedfc180df7a7ed000b03b150998878c27b50aa0
Megger Testing 3-Phase Motors (SI0046),Megger Testing 3-Phase Motors (SI0046),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/tzwYf2ZMW4ilFOikzCbjMA,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Megger Testing 3-Phase Motors,db54090fcc060497f44c232529b6465f7703b08e
Network Engine Commissioning for Modbus Vendor Integration Application Note,Network Engine Commissioning for Modbus Vendor Integration Application Note,LIT-12013150,Not Specified,"10.1, 9.0.7",Not Specified,Application Note,,2020-02-28,2020-03-03,2020-03-03,2020-03-03,/reader/LtA52bZK96qUdjzuSrc3RQ/root,Metasys,Metasys,Not Specified,Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/LtA52bZK96qUdjzuSrc3RQ,,Modbus Vendor Integration,ea781dbdb5a10ae8c974527e1b4d11603796bd70
"OM & YST Chillers - Turbine Warranty (Locations outside US, Canada & Mexico) (SI0189)","OM & YST Chillers - Turbine Warranty (Locations outside US, Canada & Mexico) (SI0189)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/G9dWlEJISub6mcpcQpp8Pg,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,OM Chillers,52ad72619621451fe5ced9bf9ae75440343b8291
"OM & YST Chillers - Turbine Warranty (Locations outside US, Canada & Mexico) (SI0189)","OM & YST Chillers - Turbine Warranty (Locations outside US, Canada & Mexico) (SI0189)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/G9dWlEJISub6mcpcQpp8Pg,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,YST Chillers,bf7192c57601c900f4a3149c42f086d01c34a714
OM & YST Dresser-Rand Warranty Procedures (SI0185),OM & YST Dresser-Rand Warranty Procedures (SI0185),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/aLZY1fxYk1IHh~E58~YvaA,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,OM Chillers,52ad72619621451fe5ced9bf9ae75440343b8291
OM & YST Dresser-Rand Warranty Procedures (SI0185),OM & YST Dresser-Rand Warranty Procedures (SI0185),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/aLZY1fxYk1IHh~E58~YvaA,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,YST Chillers,bf7192c57601c900f4a3149c42f086d01c34a714
OM Compressors Tilting Pad Thrust Bearing Change Used With 38” Multistage Compressor (SI0268),OM Compressors Tilting Pad Thrust Bearing Change Used With 38” Multistage Compressor (SI0268),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/CKsHFdtk~BKf2cTNsEX_yA,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,OM Compressor,b68b8dfbfb03599e3d811b3a2729c577efb8dfb1
OM Kinetrol Pneumatic Actuator with Integrated AP Pneumatic Positioner (SI0259),OM Kinetrol Pneumatic Actuator with Integrated AP Pneumatic Positioner (SI0259),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/04rnwU81Q9pHC8LQREp6QA,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,OM Kinetrol Pneumatic Actuator with Integrated AP Pneumatic Positioner,3843abf1ba2f9cb43d47bd3957c3cd3b3a3455ec
OM Titan Chillers Purging Inert Gases / Noncondensables (SI0057),OM Titan Chillers Purging Inert Gases / Noncondensables (SI0057),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/G5mFpAnEwMwzj13nJuVNIw,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,OM Titan Chillers Purging Inert Gases / Noncondensables,ec66736b6d3fc7cb007fb452c55458ffd11b9772
OM Titan Chillers Refrigerate Charging in OM Titan (SI0055),OM Titan Chillers Refrigerate Charging in OM Titan (SI0055),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/JfMwMINciCelMxy86M6fsg,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,OM Titan Chillers Refrigerate Charging in OM Titan,52452635dc0a3cd88923cd45f135f6d1595320c0
OM Titan Water Chilling Systems Commissioning and Operation of Oil Recovery System (SI0075),OM Titan Water Chilling Systems Commissioning and Operation of Oil Recovery System (SI0075),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/UfUeiNwd7kyRyf2cylI_RQ,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,OM Titan Water Chilling System Commissioning andof Oil Recovery System,e1a25bf8251ad6472e14009b1975961ba26e4d26
Optiview Panel LED Display Service Information (SI0296),Optiview Panel LED Display Service Information (SI0296),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/xK_FoeEg_XyqL8eGzmb~vw,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Optiview Panel LED Display,78715f5f216f4287fe9fb916e8b06943ee2c16bf
OptiView Panel Microboard Replacements (SI0285),OptiView Panel Microboard Replacements (SI0285),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/eYmd577N4SP5EzznApgdRQ,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,OptiView Panel Microboard Replacements,ef2ce15ef564e018d1e9e823f638009740754d58
"OT, YT, YK Motor Qualification for Aftermarket Low Voltage VSD Application (SI0182)","OT, YT, YK Motor Qualification for Aftermarket Low Voltage VSD Application (SI0182)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/4Tyll03I5VbfsamSqfL5hQ,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,OT Open Turbopak Centrifugal Liquid Chillers,9ef92b167dbb8e07caddf09cfa8115703e30ceaf
"OT, YT, YK Motor Qualification for Aftermarket Low Voltage VSD Application (SI0182)","OT, YT, YK Motor Qualification for Aftermarket Low Voltage VSD Application (SI0182)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/4Tyll03I5VbfsamSqfL5hQ,YORK,YORK,Not Specified,Not Specified,Chillers,None,,YT,962cdf658e56f64cadf8c82c4f66da091b2baa99
"OT, YT, YK Motor Qualification for Aftermarket Low Voltage VSD Application (SI0182)","OT, YT, YK Motor Qualification for Aftermarket Low Voltage VSD Application (SI0182)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/4Tyll03I5VbfsamSqfL5hQ,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,YK Motor Qualification for Aftermarket Low Voltage VSD Application,36b94c73bcf4469bb169e190f430c7f49b670418
"OT/HT Style ""B"" & ""C"" Turbopak (SI0162)","OT/HT Style ""B"" & ""C"" Turbopak (SI0162)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/4YOs2FEa2QNZaQUh~EoM7g,Johnson Controls,Johnson Controls,Not Specified,Not Specified,Not Specified,None,,"OT/HT Style ""B"" and ""C"" Turbopak",12f6a58767b927a58fe7c63c329c6bdf350faa0b
PENN Connected C20 Gateway Catalog Page,PENN Connected C20 Gateway Catalog Page,LIT-1901121,Not Specified,Not Specified,Not Specified,Catalog Page,,2019-05-24,2020-03-03,2020-03-03,2020-03-03,/reader/05xSdbqmBv4czTBsYKEzdw/root,PENN Controls,PENN Controls,"RMZ1216C20-EU, RMZ1216C20-UK",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/05xSdbqmBv4czTBsYKEzdw,,PENN Connected C20 Gateway,f3a38050ce13fbf0f2db383a476a0fed951ece37
PENN Connected E10 Temperature Sensor Catalog Page,PENN Connected E10 Temperature Sensor Catalog Page,LIT-1901118,Not Specified,Not Specified,Not Specified,Catalog Page,,2019-05-20,2020-03-03,2020-03-05,2020-03-03,/reader/6H28Rvw~bGytw3rCDidZ2g/root,PENN Controls,PENN Controls,RMZ-1214-E10,Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/6H28Rvw~bGytw3rCDidZ2g,,PENN Connected E10 Temperature Sensor,0e5cab613354f1e12ea15065c8a90ba3b117d50e
PENN Connected E11 Temperature Sensor Catalog Page,PENN Connected E11 Temperature Sensor Catalog Page,LIT-1901119,Not Specified,Not Specified,Not Specified,Catalog Page,,2019-05-21,2020-03-03,2020-03-03,2020-03-03,/reader/MzpuhwHVlAE2KzayrWfxUw/root,PENN Controls,PENN Controls,"RMZ1214E11-NT1, RMZ1214E11-NT3",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/MzpuhwHVlAE2KzayrWfxUw,,PENN Connected E11 Temperature Sensor,ec910a6280662bde58623f2e45a14347758ab144
PENN Connected E61 Door Sensor Catalog Page,PENN Connected E61 Door Sensor Catalog Page,LIT-1901127,Not Specified,Not Specified,Not Specified,Catalog Page,,2019-07-10,2020-03-03,2020-03-03,2020-03-03,/reader/CwNwZhU5E73UhjHLU7e4VA/root,PENN Controls,PENN Controls,RMZ1214E61-DS1,Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/CwNwZhU5E73UhjHLU7e4VA,,RMZ-1214-E61-DS1 Door Sensor,4a482fa1a5df55ebfacebabe95a4f015792fddc1
PENN Connected PC10 Commissioning Guide,PENN Connected PC10 Commissioning Guide,LIT-12013314,Not Specified,Not Specified,Not Specified,Commissioning Guide,,2019-06-07,2020-03-03,2020-03-03,2020-03-03,/reader/F7lhg_s58ArKM6dAw1z3Dw/root,PENN Controls,PENN Controls,PC10,PC10,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/F7lhg_s58ArKM6dAw1z3Dw,,PENN Connected PC10,0c932d764480b5ddb46fce48c11619d3217e6025
PENN Connected R10 Repeater Catalog Page,PENN Connected R10 Repeater Catalog Page,LIT-1901120,Not Specified,Not Specified,Not Specified,Catalog Page,,2019-05-22,2020-03-03,2020-03-03,2020-03-03,/reader/GmFH7FMIQ3h9tRUvp~EmtQ/root,PENN Controls,PENN Controls,"RMZ1214R10-EU, RMZ1214R10-UK, RMZ1214R10-US",Not Specified,Building Automation and Controls,https://johnsoncontrols.fluidtopics.net/api/khub/maps/GmFH7FMIQ3h9tRUvp~EmtQ,,PENN Connected R10 Repeater,05502f713cd637a6280ff06a5ef06b1c58843547
PP and PPW Balanced Pressure Proportioner,PP and PPW Balanced Pressure Proportioner,FDS-2016050,Not Specified,Not Specified,2,Datasheet,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/yMeprHhRocORqA54lJ2Plg,SKUM,SKUM,Not Specified,Not Specified,Special Hazards EMEA,None,,Pump Proportioning,de6184e7f729a6e26bae4f597fa217a27a364e36
Proper Installation of Waterbox Gaskets All Chillers Service Information Letter (SI0051),Proper Installation of Waterbox Gaskets All Chillers Service Information Letter (SI0051),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/W2XtYFFS9JY2W9CL4jB6BA,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Proper of Waterbox Gaskets All Chillers,d2ed1a79cf6beac15601e2dfc9dce3e484938893
SC-EQ Firmware 3.0.0.1114 Service Information Letter (Form SI0371),SC-EQ Firmware 3.0.0.1114 Service Information Letter (Form SI0371),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/dN722OWxyaVPCYUJLA5Tyg,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,SC-EQ Firmware 3.0.0.1114,1ccb8a12fa227134ad4d6c67813efdf061178365
Screw and Scroll Chillers Data Logging Service Information Letter (SI0382),Screw and Scroll Chillers Data Logging Service Information Letter (SI0382),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/P3a3BSM1rfsoa8cWZBOpbw,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Screw and Scroll Chillers Data Logging,b64383621fc59fa04004831d16c0247679c896c2
Service Information: Large Tonnage and Small Tonnage Chillers: Oil Shelf Life (SI0002),Service Information: Large Tonnage and Small Tonnage Chillers: Oil Shelf Life (SI0002),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/jyStsM1xNDICj5CpsI86Rw,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Service Information: Large Tonnage and Small Tonnage Chillers: Oil Shelf Life,3345cd719df8057fa3a60005d5124f31ba8682c8
Single Stage Centrifugal Compressor Maintenance (SI0167),Single Stage Centrifugal Compressor Maintenance (SI0167),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/A4_Y8oooxo9oNqXGvBX_vw,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Single Stage Centrifugal Compressor,372f463a9d03036c8f18cae34465b6ab8b6cd9e6
Small Tonnage Split Systems (SI0115),Small Tonnage Split Systems (SI0115),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/eL9zHGCKHmFwdDIJEGR_xA,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Small Tonnage Split System,9b417b7a158f0f5eb01b611aeecf3cb0e6e5f0fc
Trane Tri-State Vane Actuator Replacement for Trane OptiView Retrofits (SI0284),Trane Tri-State Vane Actuator Replacement for Trane OptiView Retrofits (SI0284),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/3Y0PETgrt4SbPwQuWNZ_Ww,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Trane Tri-State Vane Actuator Replacement for Trane OptiView Retrofits,b2e55ec67abf0a14272d958beb4c1212ba59fbd1
Transition Installation Guide,Transition Installation Guide,8200-2697-24,Not Specified,Not Specified,B,Installation Guide,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/FlB7FoL9V8PlR_5jFO_I1Q,Sensormatic,Sensormatic,Not Specified,Not Specified,Not Specified,None,,Transiton solution,ced4e3065e07cf8eae61642e62394acf8d2a3157
Troubleshooting the OptiView Control Center (SI0047),Troubleshooting the OptiView Control Center (SI0047),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/nPlPghGSOoNs23Vs~SMblg,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,OptiView Control Center,34b24fe581665b953637903612d0fc42ba5f4ba8
"Troubleshooting YK, YD, YST and CYK Chiller PRV and VGD Actuators (SI0240)","Troubleshooting YK, YD, YST and CYK Chiller PRV and VGD Actuators (SI0240)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/YM1geJjtrv~oflf0w2wZjQ,YORK,YORK,Not Specified,Not Specified,Chillers,None,,YST,4644afe693f5f7a10c84113bc95741d0469aa071
"Troubleshooting YK, YD, YST and CYK Chiller PRV and VGD Actuators (SI0240)","Troubleshooting YK, YD, YST and CYK Chiller PRV and VGD Actuators (SI0240)",Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/YM1geJjtrv~oflf0w2wZjQ,YORK,YORK,Not Specified,Not Specified,Chillers,None,,CYK,e3c649366b08d4e34d3be45cf404d01cd26d879a
Tube Expansion Procedures (SI0048),Tube Expansion Procedures (SI0048),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/13G8lENYc0ErkBVsbHwjIw,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Tube Expansion Procedures,fc15f1902f36a61cdaa7cb142f7c7218538d1878
Tube Extraction Procedures (SI0254),Tube Extraction Procedures (SI0254),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/dHsC4MsbyBxI7HUV_7pjeA,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Tube Extraction Procedures,95c0d32cbe66f6465fac8e5d4009fd4199b2840b
Type S Model Absorption Chiller Globe Valve Design Change (SI0010),Type S Model Absorption Chiller Globe Valve Design Change (SI0010),Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,,2020-03-03,2020-03-03,2020-03-03,2020-03-03,/viewer/document/Bz17eIH_PqJwLwgkRiAm2Q,YORK,YORK,Not Specified,Not Specified,Not Specified,None,,Type S Model Absorption Chillers Globe Valve,658d68585399a9b0011a3a88599fded7e0f120b8
