topic_title,document_title,document_number,document_part_number,document_version,document_revision,document_type,document_lang,document_created_at,document_last_edition,document_last_publication,document_revised_modified,document_link,product_name,brand,product_category,product_code,product_series,business,maps_link,breadcrumb
LazerWeld Plate Heat Exchangers ADV - LZW-650,LazerWeld Plate Heat Exchangers ADV - LZW-650,190.210-ADV04,Not Specified,Not Specified,2012-07,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/tu8d9ixV4SDO1g5d3cA7aQ,LaZerWeld,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,
LazerWeld Plate Heat Exchangers ADV - Plate and Heat Exchnager Technology,LazerWeld Plate Heat Exchangers ADV - Plate and Heat Exchnager Technology,190.210-ADV06,Not Specified,Not Specified,2013-03,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/af5UDCV1M6x30u_niM3RTg,LaZerWeld,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,
LazerWeld Plate Heat Exchangers ADV - PLW Fluid Chiller,LazerWeld Plate Heat Exchangers ADV - PLW Fluid Chiller,190.210-ADV10,Not Specified,Not Specified,2016-06,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/dIw6EPkBYA9P_FKgXx98zA,LaZerWeld,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,
LazerWeld Plate Heat Exchangers ADV - Recovering Heat,LazerWeld Plate Heat Exchangers ADV - Recovering Heat,190.210-ADV03,Not Specified,Not Specified,2015-11,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/ztCpAkysMee~4NEO98Lk7g,LaZerWeld,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,
LazerWeld Plate Heat Exchangers ADV - Selection,LazerWeld Plate Heat Exchangers ADV - Selection,190.210-ADV08,Not Specified,Not Specified,2013-01,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/SVHz9aJnyyPjjae52RMXJA,LaZerWeld,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,
LazerWeld Plate Heat Exchangers ADV - Technology,LazerWeld Plate Heat Exchangers ADV - Technology,190.210-ADV09,Not Specified,Not Specified,2013-10,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/L_AW6lKXyB6B782paDPEbA,LaZerWeld,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,
LazerWeld Plate Heat Exchangers IOM,LazerWeld Plate Heat Exchangers IOM,190.200-IOM,Not Specified,Not Specified,2018-03,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/ADS5IYwgo3W2Zj0umFf1Kg,LaZerWeld,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,
LazerWeld Service Request Form,LazerWeld Service Request Form,190.200-FRM,Not Specified,Not Specified,2018-01,Data Form,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/MFFjlsTWydQeDgLDDV~~RQ,LaZerWeld,FRICK,Heat Exchanger,Not Specified,Not Specified,Industrial Refrigeration,None,
Low Noise-Smart Series and Inverter Duty Motor ADV,Low Noise-Smart Series and Inverter Duty Motor ADV,100.100-ADV03,Not Specified,Not Specified,2011-03,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/c4YmqLrOOhWGCm2KuHsEag,"Inverter Duty Motor, Low Noise-Smart Series",FRICK,Motors and Starters,Not Specified,Not Specified,Industrial Refrigeration,None,
NGC Rotary Screw Compressors IOM (100-450),NGC Rotary Screw Compressors IOM (100-450),070.550-IOM,Not Specified,2016-06 ,2016-06 ,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/FN8LGCm_zaJWAZ_3JfdXnw,NGC,FRICK,Compressor,Not Specified,Not Specified,Industrial Refrigeration,None,
PhD Plus Vibration Monitoring System TB with Quantum HD Unity,PhD Plus Vibration Monitoring System TB with Quantum HD Unity,090.070-TB,Not Specified,2019-10,2019-10,Technical Bulletin,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/NTIf8socvhHmM20ElvLJPw,Quantum HD Unity,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
PowerPac Packaged Chiller Units IOM,PowerPac Packaged Chiller Units IOM,170.600-IOM,Not Specified,Not Specified,2011-06,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/oyUBr6Zj7RV0~2c_WGL6Bg,PowerPac,FRICK,Packaged Chiller Unit,Not Specified,Not Specified,Industrial Refrigeration,None,
Proper Installation of Electronic Equipment,Proper Installation of Electronic Equipment,090.400-SB,Not Specified,2018-01 ,2018-01 ,Service Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/NcijtI27ONkL3jKHYoVhgw,Not applicable,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Control Panel CS - Ver. 10.0x,Quantum HD Control Panel CS - Ver. 10.0x,090.040-CS,Not Specified,2012-03 ,2012-03 ,Communications Setup Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/_y84Gs4OCxwGA7Ap6HvEuA,Quantum HD,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Control Panel M - Ver. 10.0x,Quantum HD Control Panel M - Ver. 10.0x,090.040-M,Not Specified,2012-05 ,2012-05 ,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/XnfGFDPtacNnlIeAAUM_9Q,Quantum HD,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Control Panel O - Ver. 10.0x,Quantum HD Control Panel O - Ver. 10.0x,090.040-O,Not Specified,2017-09 ,2017-09 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/61U2Jduzktyve6zPrLI4Xw,Quantum HD,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Control Panel SPC,Quantum HD Control Panel SPC,090.040-SPC01,Not Specified,2012-02 ,2012-02 ,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/AlSVfobcpvZ1e~OoH~Odsg,Quantum HD,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
"Quantum HD Unity Compressor Control Panel CS - Ver. 10.5x - 11.x, 12.x","Quantum HD Unity Compressor Control Panel CS - Ver. 10.5x - 11.x, 12.x",090.070-CS,Not Specified,2019-06 ,2019-06 ,Communications Setup Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/DgFxcz7B8KtRHLWCO~nbNQ,Quantum HD Unity,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Unity Compressor Control Panel M - Ver. 10.41,Quantum HD Unity Compressor Control Panel M - Ver. 10.41,090.070-M,Not Specified,2017-05 ,2017-05 ,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/p_x1UeSrzK7Psd6rkA_tQA,Quantum HD Unity,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Unity Compressor Control Panel O - Ver. 10.40,Quantum HD Unity Compressor Control Panel O - Ver. 10.40,090.070-O,Not Specified,2016-12 ,2016-12 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/jxAUMZX7nSelYvTZrOyuIw,Quantum HD Unity,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Unity Control Panel SPC01,Quantum HD Unity Control Panel SPC01,090.070-SPC01,Not Specified,2019-08 ,2019-08 ,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/phC55ixYGWSEMkuAWiaRkg,Quantum HD Unity,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Unity Controls Upgrade Guide,Quantum HD Unity Controls Upgrade Guide,090.070-IB,Not Specified,2018-05 ,2018-05 ,Upgrade Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/a47xf8Rvdyp1v0w3mbmvDg,"Quantam HD, Quantam LX, Quantum HD Unity",FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Unity System Controller M — Ver. 10.0x,Quantum HD Unity System Controller M — Ver. 10.0x,090.670-M,Not Specified,2016-03,2016-03,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/Y2DOmA07pXUHmdPycfbvkg,Quantum HD Unity,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Unity System Controller O — Ver. 10.0x,Quantum HD Unity System Controller O — Ver. 10.0x,090.670-O,Not Specified,2015-08,2015-08,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/Tsu1vYsQ1Ck9B4vtH~HYaA,Quantum HD Unity,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum HD Unity System Controller SPC02,Quantum HD Unity System Controller SPC02,090.070-SPC02,Not Specified,2018-01 ,2018-01 ,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/PwQcPNcmyoo1kuK0mXlsvg,Quantum HD Unity,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Condenser/Vessel CS - Ver. 3.0x,Quantum LX Condenser/Vessel CS - Ver. 3.0x,090.560-CS,Not Specified,2011-08 ,2011-08 ,Communications Setup Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/RIi49lFdOI5gkAXE9agmQw,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Condenser/Vessel M - Ver. 3.0x,Quantum LX Condenser/Vessel M - Ver. 3.0x,090.560-M,Not Specified,2008-03 ,2008-03 ,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/DCwFo~l8VeHChVdS6sbwIQ,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Condenser/Vessel O - Session Level 2 Ver. 3.0x,Quantum LX Condenser/Vessel O - Session Level 2 Ver. 3.0x,090.562-O,Not Specified,2008-03 ,2008-03 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/ntyckc9zgBPqPwZiNh0J7g,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Condenser/Vessel O - Ver. 3.0x,Quantum LX Condenser/Vessel O - Ver. 3.0x,090.560-O,Not Specified,2015-04 ,2015-04 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/R~jE0xczsDTp5MtMFZBvxw,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Control Panel,Quantum LX Control Panel,090.020-ADV,Not Specified,2005-06,2005-06,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/l4txK5uic0abSb4~Je2kHQ,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Control Panel CS - Ver. 6.0x,Quantum LX Control Panel CS - Ver. 6.0x,090.020-CS,Not Specified,Not Specified,2005-06,Communications Setup Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/sS29TABbDPTB9kRfHbAsBw,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Control Panel IOM - System Interface Panel Ver. 2.0x,Quantum LX Control Panel IOM - System Interface Panel Ver. 2.0x,090.030-IOM,Not Specified,2013-10 ,2013-10 ,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/VrlqC2o87o9a1D6zHvjqUg,"Quantum HD, Quantum LX",FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Control Panel M - Ver. 6.0x,Quantum LX Control Panel M - Ver. 6.0x,090.020-M,Not Specified,2004-12 ,2004-12 ,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/GxRWlgxrU3HRbVo9GQYoZQ,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
"Quantum LX Control Panel O - Service Operation, Ver. 6.0x","Quantum LX Control Panel O - Service Operation, Ver. 6.0x",090.022-O,Not Specified,Not Specified,2004-12,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/bZZWPnwWKEB1xqGLM1gk~g,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Control Panel O - System Interface Panel Ver. 1.2x,Quantum LX Control Panel O - System Interface Panel Ver. 1.2x,090.030-O,Not Specified,2012-07 ,2012-07 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/x_smt9ogZSlVRv0u3R_4dQ,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Control Panel SPC,Quantum LX Control Panel SPC,090.020-SPC,Not Specified,2008-08 ,2008-08 ,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/MYn__~2sAPkocUmAQ3xghw,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
"Quantum LX Control Panel, Advanced O - Ver. 6.0x","Quantum LX Control Panel, Advanced O - Ver. 6.0x",090.021-O,Not Specified,Not Specified,2004-12,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/5AnDCzkiDlLecz00tWccJw,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
"Quantum LX Control Panel, Basic O - Ver. 6.0x","Quantum LX Control Panel, Basic O - Ver. 6.0x",090.020-O,Not Specified,Not Specified,2004-08,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/uuMk1VmI2xb_drCGQisqKA,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Evaporator CS - Ver. 3.0x,Quantum LX Evaporator CS - Ver. 3.0x,090.610-CS,Not Specified,2011-02 ,2011-02 ,Communications Setup Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/UESZxgvE1RXNE_TnDRQIaw,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Evaporator M - Ver. 3.0x,Quantum LX Evaporator M - Ver. 3.0x,090.610-M,Not Specified,2009-04 ,2009-04 ,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/XOM0WGs2ii9trYYFJeBpeA,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Evaporator O - Session Level 2 Ver. 3.0x,Quantum LX Evaporator O - Session Level 2 Ver. 3.0x,090.612-O,Not Specified,2010-12 ,2010-12 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/flviphmfhU6924VKpPYaDQ,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum LX Evaporator O - Ver. 3.1x,Quantum LX Evaporator O - Ver. 3.1x,090.610-O,Not Specified,2016-03 ,2016-03 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/LLwKbaQu9tzNn9qM3yfzVQ,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Quantum with PhD Vibration Monitoring System ADV,Quantum with PhD Vibration Monitoring System ADV,090.100-ADV,Not Specified,2006-12 ,2006-12 ,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/ZIJ8aX5kwRzLnIrtQODbJw,Quantum LX,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Retrofit Conversion Installation to Quantum Controls,Retrofit Conversion Installation to Quantum Controls,S90.120-I,Not Specified,1999-10,1999-10,Upgrade Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/VIF8toBXEDyPi98LGzso7Q,Quantum,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Retrofit Conversion Installation to Quantum HD Controls,Retrofit Conversion Installation to Quantum HD Controls,090.040-I,Not Specified,2017-06 ,2017-06 ,Installation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/EZc4gVQqjlCL43U_ak~e9g,Quantum HD,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Retrofit Conversion Installation to Quantum HD Controls (Vilter Single Screw),Retrofit Conversion Installation to Quantum HD Controls (Vilter Single Screw),090.040-I02,Not Specified,2016-07 ,2016-07 ,Installation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/_1_jdGlBohcD4GXtYkE9tA,Quantum HD,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
Retrofit Conversion Installation to Quantum LX/HD Controls,Retrofit Conversion Installation to Quantum LX/HD Controls,S90.120-I,Not Specified,2004-10,2004-10,Upgrade Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/qh45BtJrz37~HgDIN76y~w,"Quantum, Quantum LX",FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,
RTF Roof-Top Freezer Systems IOM,RTF Roof-Top Freezer Systems IOM,200.108-IOM,Not Specified,Not Specified,2018-02,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/9Rm2dNRhsyuvxySM644ppg,RTF,FRICK,Evaporator,"734, 755, 703, 905, 604, 603, 904, 453, 1155, 422, 302, 1005, 201",Not Specified,Industrial Refrigeration,None,
RTF Roof-Top Freezer Systems SPC - Insulated Penthouses,RTF Roof-Top Freezer Systems SPC - Insulated Penthouses,200.108-SPC1,Not Specified,Not Specified,2018-03,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/aX6~RsM3Nyjx9DtCTY3EHg,RTF,FRICK,Evaporator,"734, 755, 703, 905, 604, 603, 904, 453, 1155, 422, 302, 1005, 201",Not Specified,Industrial Refrigeration,None,
Smart Series Motors ADV,Smart Series Motors ADV,100.100-ADV01,Not Specified,Not Specified,2009-04,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/QXqNGekUPBm8VDQA_X1f1g,Smart Series Motors,FRICK,Motors and Starters,Not Specified,Not Specified,Industrial Refrigeration,None,
Spring Return Valve Assemblies SPC,Spring Return Valve Assemblies SPC,160.804-SPC,Not Specified,Not Specified,2009-04,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/5oTyt9usS~GdeSR_yCGpCw,Valve,FRICK,Accessory,Not Specified,Not Specified,Industrial Refrigeration,None,
Unit Mounted Solid-State Starter ADV,Unit Mounted Solid-State Starter ADV,100.100-ADV02,Not Specified,Not Specified,2011-12,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/OGg8kXX3hn3zYe3Ma0qjDw,Solid-State Starter,FRICK,Motors and Starters,Not Specified,Not Specified,Industrial Refrigeration,None,
Variable Speed Drive Air-Cooled Installation - Quick Start Guide,Variable Speed Drive Air-Cooled Installation - Quick Start Guide,100.010-I,Not Specified,Not Specified,2017-07,Quick Start Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/_9o6C9f1OB5vVDKkU4PqtQ,"Variable Frequency Drive, Variable Speed Drive",FRICK,Motors and Starters,Not Specified,Not Specified,Industrial Refrigeration,None,
Vyper Variable Speed Drive IOM (305/254 HP and 437/362 HP),Vyper Variable Speed Drive IOM (305/254 HP and 437/362 HP),100.200-IOM,Not Specified,Not Specified,2016-09,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/iuQ4NQ~eHxX_RHGqc7GElA,"Variable Speed Drive, Vyper",FRICK,Motors and Starters,"437, 305, 362, 254",Not Specified,Industrial Refrigeration,None,
Vyper Variable Speed Drive IOM (700/572 HP and 912/752 HP),Vyper Variable Speed Drive IOM (700/572 HP and 912/752 HP),100.210-IOM,Not Specified,Not Specified,2017-07,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/8~6wupfsbKph6G5QdobOKA,"Variable Speed Drive, Vyper",FRICK,Motors and Starters,"752, 572, 912, 700",Not Specified,Industrial Refrigeration,None,
Vyper Variable Speed Drive SPC,Vyper Variable Speed Drive SPC,100.200-SPC,Not Specified,Not Specified,2012-07,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/52lFazIJIEwnW8Tj_6VP2w,"Variable Speed Drive, Vyper",FRICK,Motors and Starters,"362, 912, 572, 437, 305, 752, 700, 254",Not Specified,Industrial Refrigeration,None,
WDP Series AcuAir Welded Drain Pans SPC,WDP Series AcuAir Welded Drain Pans SPC,210.230-SPC3,Not Specified,Not Specified,2018-06,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/5zoRs~nWWEMF2MhhmvqfjQ,"AcuAir, Drain Pan, WDP",FRICK,Hygienic Air Handler,"DP-24, DP-36, DP-48, DP-18",Not Specified,Industrial Refrigeration,None,
WRB Series AcuAir Welded Return Air Boxes SPC,WRB Series AcuAir Welded Return Air Boxes SPC,210.230-SPC2,Not Specified,Not Specified,2018-09,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/pbZvX5l8NwKGo2OWDPfSaw,"AcuAir, Return Air Box, WRB",FRICK,Hygienic Air Handler,"WFB-2520, WFB-6539, WFB-1506, WFB-1512, WFB-4535, WFB-4523, WFB-4529, WFB-2510, WFB-6527, WFB-6547, WFB-4517, WFB-6531, WFB-2515, WFB-1508",Not Specified,Industrial Refrigeration,None,
XLP2 Evaporative Condensers IOM,XLP2 Evaporative Condensers IOM,140.920-IOM,Not Specified,Not Specified,2016-04,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/P1Qlq1tQUtqC5MEkwXmbfw,XLP2,FRICK,Condenser,"XLP2-1218, XLP2-1212, XLP2-1024, XLP2-818, XLP2-1012, XLP2-512, XLP2-1236, XLP2-812, XLP2-1224, XLP2-1036, XLP2-712-, XLP2-1018",Not Specified,Industrial Refrigeration,None,
XLP3 Condensers ADV,XLP3 Condensers ADV,140.925-ADV01,Not Specified,Not Specified,2018-10,Datasheet,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/rTcKunT0uz3Cq_aREs1gmQ,XLP3,FRICK,Condenser,Not Specified,Not Specified,Industrial Refrigeration,None,
XLP3 Evaporative Condensers IOM,XLP3 Evaporative Condensers IOM,140.925-IOM,Not Specified,Not Specified,2019-04,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/a7~eIcEeOBNhF1JftACToQ,XLP3,FRICK,Condenser,"XLP3-2418, XLP3-1212, XLP3-2412, XLP3-1018, XLP3-1236, XLP3-1036, XLP3-1012, XLP3-1218, XLP3-1024, XLP3-1224, XLP3-2018",Not Specified,Industrial Refrigeration,None,
"CYK, YD, YK, YK-EP, YST, and YT Centrifugal Chiller Coupling Alignment for D-Flange Coupling Alignment, Compressor","CYK, YD, YK, YK-EP, YST, and YT Centrifugal Chiller Coupling Alignment for D-Flange Coupling Alignment, Compressor",SI0206,Not Specified,Not Specified,320,Service Information Letter,,2020-03-02,2020-03-02,2020-03-02,2020-03-02,/viewer/document/hy8Qc6rgyplsfbIvVU9oTg,"CYK, YD, YK, YK-EP, YST, YT",YORK,Centrifugal,Not Specified,Not Specified,Chillers,None,
PWRPNL-3 and PWRPNL-5 Panels Catalog Page,PWRPNL-3 and PWRPNL-5 Panels Catalog Page,LIT-1901083,Not Specified,Not Specified,Not Specified,Catalog Page,,2020-03-02,2020-03-02,2020-03-02,2020-03-02,/viewer/document/_IkVrEoARyaxzPkYbhbKyQ,PWRPNL Panel,Johnson Controls,Control Panel,"PWRPNL-3, PWRPNL-5",Not Specified,Building Automation and Controls,None,
