topic_title,document_title,document_number,document_part_number,document_version,document_revision,document_type,document_lang,document_created_at,document_last_edition,document_last_publication,document_revised_modified,document_link,brand,product_category,product_code,product_series,business,maps_link,breadcrumb,product_name,product_identifier
AcuAir Distribution Accessories SPC,AcuAir Distribution Accessories SPC,210.200-SPC2,Not Specified,Not Specified,2015-10,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/IrxHjRvmO0KWYNb0k5hs2g,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Distribution Accessories SPC,AcuAir Distribution Accessories SPC,210.200-SPC2,Not Specified,Not Specified,2015-10,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/IrxHjRvmO0KWYNb0k5hs2g,FRICK,Hygienic Air Handler,"FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547",Not Specified,Industrial Refrigeration,None,,Air Diffuser,e27c941c5f5ef7d8f9684fcb75e82eec38f169bb
AcuAir Food Grade Series SPC,AcuAir Food Grade Series SPC,210.210-SPC1,Not Specified,Not Specified,2018-07,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/~szOCIHYB9h_hB4TfDrrdQ,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Food Grade Series SPC,AcuAir Food Grade Series SPC,210.210-SPC1,Not Specified,Not Specified,2018-07,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/~szOCIHYB9h_hB4TfDrrdQ,FRICK,Hygienic Air Handler,"YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80",Not Specified,Industrial Refrigeration,None,,Food Grade Series,55e6135a10c71edfdafb88e7947cb875d9e78bc8
AcuAir Fully Welded Supply Air Diffusers SPC,AcuAir Fully Welded Supply Air Diffusers SPC,210.230-SPC1,Not Specified,Not Specified,2018-02,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/2Akh9pp_w_na2SwNZvejlQ,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Fully Welded Supply Air Diffusers SPC,AcuAir Fully Welded Supply Air Diffusers SPC,210.230-SPC1,Not Specified,Not Specified,2018-02,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/2Akh9pp_w_na2SwNZvejlQ,FRICK,Hygienic Air Handler,"FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547",Not Specified,Industrial Refrigeration,None,,Air Diffuser,e27c941c5f5ef7d8f9684fcb75e82eec38f169bb
AcuAir Hygienic Air Handling IOM,AcuAir Hygienic Air Handling IOM,210.100-IOM,Not Specified,Not Specified,2018-07,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/4DA73NJdo5KDyvJq7yq59A,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Performance Series Makeup Air Units SPC,AcuAir Performance Series Makeup Air Units SPC,210.205-SPC1,Not Specified,Not Specified,2018-07,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/3biGAnAQipZ6iqRvjBY9WA,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Performance Series Makeup Air Units SPC,AcuAir Performance Series Makeup Air Units SPC,210.205-SPC1,Not Specified,Not Specified,2018-07,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/3biGAnAQipZ6iqRvjBY9WA,FRICK,Hygienic Air Handler,"YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07-MA, YC-AA-P-10-MA, YC-AA-P-15-MA, YC-AA-P-20-MA, YC-AA-P-30-MA, YC-AA-P-40-MA, YC-AA-P-50-MA, YC-AA-P-60-MA, YC-AA-P-70-MA",Not Specified,Industrial Refrigeration,None,,Makeup Air Unit,3195bdc7c0cc38a019fcb743aef48bfe6af1c946
AcuAir Performance Series SPC,AcuAir Performance Series SPC,210.200-SPC1,Not Specified,Not Specified,2018-07,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/5nnEnOq5hESCaFlr0M6m0g,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Quantum LX CS - Ver. 3.0x,AcuAir Quantum LX CS - Ver. 3.0x,090.510-CS,Not Specified,2010-10 ,2010-10 ,Communications Setup Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/~sjJwC990PwnCbuQRXZljg,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Quantum LX CS - Ver. 3.0x,AcuAir Quantum LX CS - Ver. 3.0x,090.510-CS,Not Specified,2010-10 ,2010-10 ,Communications Setup Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/~sjJwC990PwnCbuQRXZljg,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum LX,c5920d1e2914198b2d069514c0cd4590e857b546
AcuAir Quantum LX M - Ver. 3.0x,AcuAir Quantum LX M - Ver. 3.0x,090.510-M,Not Specified,2010-10 ,2010-10 ,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/rCIOVzrdjowMs23VSbThYQ,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Quantum LX M - Ver. 3.0x,AcuAir Quantum LX M - Ver. 3.0x,090.510-M,Not Specified,2010-10 ,2010-10 ,Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/rCIOVzrdjowMs23VSbThYQ,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum LX,c5920d1e2914198b2d069514c0cd4590e857b546
AcuAir Quantum LX O - Ver. 3.2x,AcuAir Quantum LX O - Ver. 3.2x,090.510-O,Not Specified,2013-09 ,2013-09 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/Ty96SAiqRqDrns1vDw~XJA,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Quantum LX O - Ver. 3.2x,AcuAir Quantum LX O - Ver. 3.2x,090.510-O,Not Specified,2013-09 ,2013-09 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/Ty96SAiqRqDrns1vDw~XJA,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum LX,c5920d1e2914198b2d069514c0cd4590e857b546
AcuAir Quantum LX O Service - Ver. 3.0x,AcuAir Quantum LX O Service - Ver. 3.0x,090.512-O,Not Specified,2007-03 ,2007-03 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/9_HH3Bd1pLz6~0leTKMqug,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Quantum LX O Service - Ver. 3.0x,AcuAir Quantum LX O Service - Ver. 3.0x,090.512-O,Not Specified,2007-03 ,2007-03 ,Operation Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/9_HH3Bd1pLz6~0leTKMqug,FRICK,Control,Not Specified,Not Specified,Industrial Refrigeration,None,,Quantum LX,c5920d1e2914198b2d069514c0cd4590e857b546
AcuAir Sanitary Series SPC,AcuAir Sanitary Series SPC,210.220-SPC1,Not Specified,Not Specified,2017-02,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/_IChvzNomcZSOVBVmoKmPQ,FRICK,"Control, Hygienic Air Handler","DP-18, DP-24, DP-36, DP-48, FS-01, FS-03, FS-05, FS-07, FS-10, FS-15, FS-20, FS-25, FS-30, FS-35, FS-40, FS-50, FS-60, WFB-1506, WFB-1508, WFB-1512, WFB-2510, WFB-2515, WFB-2520, WFB-4517, WFB-4523, WFB-4529, WFB-4535, WFB-6527, WFB-6531, WFB-6539, WFB-6547, WFS-1506, WFS-1508, WFS-1512, WFS-2510, WFS-2515, WFS-2520, WFS-4517, WFS-4523, WFS-4529, WFS-4535, WFS-6527, WFS-6531, WFS-6539, WFS-6547, YC-AA-F-07, YC-AA-F-10, YC-AA-F-15, YC-AA-F-20, YC-AA-F-30, YC-AA-F-40, YC-AA-F-50, YC-AA-F-60, YC-AA-F-70, YC-AA-F-80, YC-AA-P-03-MA, YC-AA-P-05-MA, YC-AA-P-07, YC-AA-P-07-MA, YC-AA-P-10, YC-AA-P-10-MA, YC-AA-P-15, YC-AA-P-15-MA, YC-AA-P-20, YC-AA-P-20-MA, YC-AA-P-30, YC-AA-P-30-MA, YC-AA-P-40, YC-AA-P-40-MA, YC-AA-P-50, YC-AA-P-50-MA, YC-AA-P-60, YC-AA-P-60-MA, YC-AA-P-70, YC-AA-P-70-MA, YC-AA-P-80, YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,AcuAir,02c89ee69c57a6c65996a026703705eb2ebf4c98
AcuAir Sanitary Series SPC,AcuAir Sanitary Series SPC,210.220-SPC1,Not Specified,Not Specified,2017-02,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/_IChvzNomcZSOVBVmoKmPQ,FRICK,Hygienic Air Handler,"YC-AA-S-07, YC-AA-S-10, YC-AA-S-15, YC-AA-S-20, YC-AA-S-30, YC-AA-S-40, YC-AA-S-50, YC-AA-S-60, YC-AA-S-70, YC-AA-S-80",Not Specified,Industrial Refrigeration,None,,Sanitary Series,51ddb3dbc5c8bec90585066da99473dfca88a6d7
Compressor Oil Analysis SPC,Compressor Oil Analysis SPC,020.010-SPC,Not Specified,Not Specified,2000-05,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/A5SKXzGMAJQl5Lbgrv4lcw,FRICK,"Accessory, Compressor, General",Not Specified,Not Specified,Industrial Refrigeration,None,,Compressor Oil,4cb608922a0788af9272e41b89c0ed37e990c841
Compressor Oil Specifications,Compressor Oil Specifications,160.802-SPC,Not Specified,Not Specified,2017-05,Specification Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/ClbVwU_NiHtKwpEuDwmGww,FRICK,"Accessory, Compressor, General",Not Specified,Not Specified,Industrial Refrigeration,None,,Compressor Oil,4cb608922a0788af9272e41b89c0ed37e990c841
ECC/ECL/ECC-C Evaporative Condensers IOM,ECC/ECL/ECC-C Evaporative Condensers IOM,140.930-IOM,Not Specified,Not Specified,2015-11,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/S4e760i2MT3wbJi~jW7H9A,FRICK,Condenser,"ECC-033, ECC-036, ECC-039, ECC-1212, ECC-1218, ECC-1224, ECC-1236, ECC-312, ECC-512, ECC-812, ECC-818, ECC-C-712, ECC-C-718, ECL-0403, ECL-0406, ECL-0409, ECL-0412, ECL-0809, ECL-0812",Not Specified,Industrial Refrigeration,None,,ECC,6948c68a91c3e178dc1778b0a5a77cd4d6069be2
ECC/ECL/ECC-C Evaporative Condensers IOM,ECC/ECL/ECC-C Evaporative Condensers IOM,140.930-IOM,Not Specified,Not Specified,2015-11,Installation Operation and Maintenance Guide,,2020-03-10,2020-03-10,2020-03-10,2020-03-10,/viewer/document/S4e760i2MT3wbJi~jW7H9A,FRICK,Condenser,"ECC-033, ECC-036, ECC-039, ECC-1212, ECC-1218, ECC-1224, ECC-1236, ECC-312, ECC-512, ECC-812, ECC-818, ECC-C-712, ECC-C-718, ECL-0403, ECL-0406, ECL-0409, ECL-0412, ECL-0809, ECL-0812",Not Specified,Industrial Refrigeration,None,,ECL,c93d594f1657372bef08550d74d7473024bd09a4
